"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Average Center Voltage, Vcent(pin_mid), [mV]","Upper Eye Mask, Vcent(pin_mid) + VdIVW_Total/2, [mV]","Lower Eye Mask, Vcent(pin_mid) - VdIVW_Total/2, [mV]","Half Eye-Mask Width, TdIVW/2, [ps]","Output Delay Uncertainty, [ps]","Measured Setup Time, [ps]","Setup Time Margin, [ps]","Setup Time Margin with Output Delay Uncertainty, [ps]","Measured Hold Time, [ps]","Hold Time Margin, [ps]","Hold Time Margin with Output Delay Uncertainty, [ps]","Min Voltage Above/Below Eye-Mask, [mV]","Peak Voltage Above/Below Vcent(pin_mid), [mV]","VIHL_AC/2 Limit, [mV]","Peak Voltage Above/Below Vcent(pin_mid) Margin, [mV]","Vcent(pin_mid) to Vcent(pin_mid) Pulse Width, [ps]","Pulse Width Limit, tdIPW, [ps]","Pulse Width Margin, [ps]","Pulse Width Margin with Output Delay Uncertainty, [ps]","Min Slew Rate, [V/ns]","Min Slew Rate Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate Margin, [V/ns]","Max Slew Rate, [V/ns]","Max Slew Rate Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate Margin, [V/ns]","Min Slew Rate (2), [V/ns]","Min Slew Rate (2) Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate (2) Margin, [V/ns]","Max Slew Rate (2), [V/ns]","Max Slew Rate (2) Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate (2) Margin, [V/ns]","Eye Mask Shape"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","74.203"," 700.3"," 768.3"," 632.3","    62","   6.0"," 233.0"," 170.5"," 164.5","N/A","N/A","N/A","464.088"," 574.1","  93.0"," 481.1","N/A","N/A","N/A","N/A"," 5.276"," 1.000"," 4.276"," 5.276"," 9.000"," 3.724"," 5.016"," 1.055"," 3.961"," 5.016"," 9.000"," 3.984","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","74.828"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 336.0"," 273.5"," 267.5","396.152"," 533.4","  93.0"," 440.4","N/A","N/A","N/A","N/A"," 5.484"," 1.000"," 4.484"," 5.484"," 9.000"," 3.516","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","75.454"," 700.3"," 768.3"," 632.3","    62","   6.0"," 264.9"," 202.4"," 196.4"," 364.4"," 301.9"," 295.9","706.225"," 874.7","  93.0"," 781.7"," 653.8","   363"," 291.3"," 279.3"," 5.484"," 1.000"," 4.484"," 5.572"," 9.000"," 3.428"," 5.479"," 1.097"," 4.383"," 5.479"," 9.000"," 3.521","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","76.078"," 700.3"," 768.3"," 632.3","    62","   6.0"," 235.3"," 172.8"," 166.8"," 308.7"," 246.2"," 240.2","475.888"," 593.7","  93.0"," 500.7"," 568.6","   363"," 206.1"," 194.1"," 5.382"," 1.000"," 4.382"," 5.572"," 9.000"," 3.428"," 5.463"," 1.114"," 4.349"," 5.463"," 9.000"," 3.537","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","76.704"," 700.3"," 768.3"," 632.3","    62","   6.0"," 291.9"," 229.4"," 223.4"," 367.0"," 304.5"," 298.5","740.891"," 856.8","  93.0"," 763.8"," 684.4","   363"," 321.9"," 309.9"," 5.304"," 1.000"," 4.304"," 5.382"," 9.000"," 3.618"," 5.186"," 1.076"," 4.109"," 5.186"," 9.000"," 3.814","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","77.328"," 700.3"," 768.3"," 632.3","    62","   6.0"," 231.7"," 169.2"," 163.2"," 311.6"," 249.1"," 243.1","462.837"," 572.5","  93.0"," 479.5"," 568.4","   363"," 205.9"," 193.9"," 5.304"," 1.000"," 4.304"," 5.520"," 9.000"," 3.480"," 5.020"," 1.061"," 3.959"," 5.020"," 9.000"," 3.980","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","77.953"," 700.3"," 768.3"," 632.3","    62","   6.0"," 289.2"," 226.7"," 220.7"," 366.4"," 303.9"," 297.9","740.426"," 859.5","  93.0"," 766.5"," 680.8","   363"," 318.3"," 306.3"," 5.251"," 1.000"," 4.251"," 5.520"," 9.000"," 3.480"," 5.378"," 1.104"," 4.274"," 5.378"," 9.000"," 3.622","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","78.579"," 700.3"," 768.3"," 632.3","    62","   6.0"," 232.8"," 170.3"," 164.3"," 310.9"," 248.4"," 242.4","462.006"," 575.7","  93.0"," 482.7"," 569.1","   363"," 206.6"," 194.6"," 5.251"," 1.000"," 4.251"," 5.481"," 9.000"," 3.519"," 5.019"," 1.050"," 3.969"," 5.019"," 9.000"," 3.981","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","79.203"," 700.3"," 768.3"," 632.3","    62","   6.0"," 288.7"," 226.2"," 220.2"," 366.7"," 304.2"," 298.2","741.038"," 857.9","  93.0"," 764.9"," 681.0","   363"," 318.5"," 306.5"," 5.247"," 1.000"," 4.247"," 5.481"," 9.000"," 3.519"," 5.321"," 1.096"," 4.225"," 5.321"," 9.000"," 3.679","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","79.828"," 700.3"," 768.3"," 632.3","    62","   6.0"," 232.3"," 169.8"," 163.8"," 311.5"," 249.0"," 243.0","461.423"," 574.9","  93.0"," 481.9"," 569.0","   363"," 206.5"," 194.5"," 5.247"," 1.000"," 4.247"," 5.450"," 9.000"," 3.550"," 5.125"," 1.049"," 4.075"," 5.125"," 9.000"," 3.875","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","80.454"," 700.3"," 768.3"," 632.3","    62","   6.0"," 289.2"," 226.7"," 220.7"," 366.9"," 304.4"," 298.4","739.541"," 858.1","  93.0"," 765.1"," 681.7","   363"," 319.2"," 307.2"," 5.281"," 1.000"," 4.281"," 5.450"," 9.000"," 3.550"," 5.311"," 1.090"," 4.221"," 5.311"," 9.000"," 3.689","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","81.078"," 700.3"," 768.3"," 632.3","    62","   6.0"," 231.6"," 169.1"," 163.1","N/A","N/A","N/A","460.616"," 574.9","  93.0"," 481.9","N/A","N/A","N/A","N/A"," 5.281"," 1.000"," 4.281"," 5.281"," 9.000"," 3.719"," 5.085"," 1.056"," 4.029"," 5.085"," 9.000"," 3.915","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","81.704"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","396.872"," 542.1","  93.0"," 449.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","82.328"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","420.903"," 524.3","  93.0"," 431.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","82.954"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","435.222"," 507.9","  93.0"," 414.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 1.703"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","759.849"," 888.6","  93.0"," 795.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 2.328"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 411.4"," 348.9"," 342.9","575.035"," 711.2","  93.0"," 618.2","N/A","N/A","N/A","N/A"," 5.561"," 1.000"," 4.561"," 5.561"," 9.000"," 3.439","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 2.954"," 700.3"," 768.3"," 632.3","    62","   6.0"," 190.0"," 127.5"," 121.5","N/A","N/A","N/A","430.605"," 622.6","  93.0"," 529.6","N/A","N/A","N/A","N/A"," 5.561"," 1.000"," 4.561"," 5.561"," 9.000"," 3.439"," 5.571"," 1.112"," 4.459"," 5.571"," 9.000"," 3.429","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 3.578"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","377.312"," 541.9","  93.0"," 448.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 4.204"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 344.6"," 282.1"," 276.1","428.040"," 546.9","  93.0"," 453.9","N/A","N/A","N/A","N/A"," 4.742"," 1.000"," 3.742"," 4.742"," 9.000"," 4.258","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 4.828"," 700.3"," 768.3"," 632.3","    62","   6.0"," 251.0"," 188.5"," 182.5","N/A","N/A","N/A","691.969"," 861.4","  93.0"," 768.4","N/A","N/A","N/A","N/A"," 4.742"," 1.000"," 3.742"," 4.742"," 9.000"," 4.258"," 5.088"," 0.948"," 4.139"," 5.088"," 9.000"," 3.912","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 5.454"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","572.706"," 728.3","  93.0"," 635.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 6.079"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","634.298"," 735.5","  93.0"," 642.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 6.703"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","628.522"," 703.3","  93.0"," 610.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 7.328"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","628.815"," 699.5","  93.0"," 606.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 7.954"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","629.388"," 699.6","  93.0"," 606.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 8.578"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","629.150"," 698.2","  93.0"," 605.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 9.204"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 410.2"," 347.7"," 341.7","629.526"," 698.1","  93.0"," 605.1","N/A","N/A","N/A","N/A"," 4.961"," 1.000"," 3.961"," 4.961"," 9.000"," 4.039","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 9.828"," 700.3"," 768.3"," 632.3","    62","   6.0"," 186.5"," 124.0"," 118.0"," 338.8"," 276.3"," 270.3","412.425"," 601.9","  93.0"," 508.9"," 550.6","   363"," 188.1"," 176.1"," 4.961"," 1.000"," 3.961"," 5.919"," 9.000"," 3.081"," 5.004"," 0.992"," 4.012"," 5.004"," 9.000"," 3.996","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","10.454"," 700.3"," 768.3"," 632.3","    62","   6.0"," 263.9"," 201.4"," 195.4","N/A","N/A","N/A","761.099"," 888.9","  93.0"," 795.9","N/A","N/A","N/A","N/A"," 5.919"," 1.000"," 4.919"," 5.919"," 9.000"," 3.081"," 6.112"," 1.184"," 4.928"," 6.112"," 9.000"," 2.888","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","11.078"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 411.1"," 348.6"," 342.6","575.465"," 711.4","  93.0"," 618.4","N/A","N/A","N/A","N/A"," 5.539"," 1.000"," 4.539"," 5.539"," 9.000"," 3.461","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","11.703"," 700.3"," 768.3"," 632.3","    62","   6.0"," 188.8"," 126.3"," 120.3"," 338.5"," 276.0"," 270.0","427.299"," 622.0","  93.0"," 529.0"," 550.9","   363"," 188.4"," 176.4"," 5.539"," 1.000"," 4.539"," 6.135"," 9.000"," 2.865"," 5.538"," 1.108"," 4.430"," 5.538"," 9.000"," 3.462","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","12.328"," 700.3"," 768.3"," 632.3","    62","   6.0"," 264.5"," 202.0"," 196.0"," 374.4"," 311.9"," 305.9","756.797"," 895.3","  93.0"," 802.3"," 661.2","   363"," 298.7"," 286.7"," 5.836"," 1.000"," 4.836"," 6.135"," 9.000"," 2.865"," 6.304"," 1.227"," 5.077"," 6.304"," 9.000"," 2.696","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","12.954"," 700.3"," 768.3"," 632.3","    62","   6.0"," 227.8"," 165.3"," 159.3"," 323.0"," 260.5"," 254.5","474.919"," 600.5","  93.0"," 507.5"," 574.9","   363"," 212.4"," 200.4"," 5.522"," 1.000"," 4.522"," 5.836"," 9.000"," 3.164"," 5.539"," 1.167"," 4.372"," 5.539"," 9.000"," 3.461","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","13.578"," 700.3"," 768.3"," 632.3","    62","   6.0"," 276.7"," 214.2"," 208.2","N/A","N/A","N/A","740.933"," 874.5","  93.0"," 781.5","N/A","N/A","N/A","N/A"," 5.522"," 1.000"," 4.522"," 5.522"," 9.000"," 3.478"," 5.448"," 1.104"," 4.344"," 5.448"," 9.000"," 3.552","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","14.204"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 410.1"," 347.6"," 341.6","576.693"," 714.6","  93.0"," 621.6","N/A","N/A","N/A","N/A"," 5.411"," 1.000"," 4.411"," 5.411"," 9.000"," 3.589","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","14.828"," 700.3"," 768.3"," 632.3","    62","   6.0"," 188.8"," 126.3"," 120.3"," 338.3"," 275.8"," 269.8","425.299"," 620.5","  93.0"," 527.5"," 550.9","   363"," 188.4"," 176.4"," 5.411"," 1.000"," 4.411"," 6.080"," 9.000"," 2.920"," 5.421"," 1.082"," 4.338"," 5.421"," 9.000"," 3.579","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","15.454"," 700.3"," 768.3"," 632.3","    62","   6.0"," 265.1"," 202.6"," 196.6","N/A","N/A","N/A","758.730"," 893.8","  93.0"," 800.8","N/A","N/A","N/A","N/A"," 6.080"," 1.000"," 5.080"," 6.080"," 9.000"," 2.920"," 6.247"," 1.216"," 5.031"," 6.247"," 9.000"," 2.753","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","16.078"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","576.394"," 746.2","  93.0"," 653.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","16.703"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","632.577"," 747.5","  93.0"," 654.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","17.328"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","627.343"," 706.0","  93.0"," 613.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","17.953"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","627.166"," 700.4","  93.0"," 607.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","18.578"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","629.679"," 700.4","  93.0"," 607.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","19.204"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 410.2"," 347.7"," 341.7","629.149"," 698.8","  93.0"," 605.8","N/A","N/A","N/A","N/A"," 4.956"," 1.000"," 3.956"," 4.956"," 9.000"," 4.044","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","19.828"," 700.3"," 768.3"," 632.3","    62","   6.0"," 186.1"," 123.6"," 117.6"," 339.0"," 276.5"," 270.5","408.561"," 601.6","  93.0"," 508.6"," 550.5","   363"," 188.0"," 176.0"," 4.956"," 1.000"," 3.956"," 5.914"," 9.000"," 3.086"," 4.992"," 0.991"," 4.001"," 4.992"," 9.000"," 4.008","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","20.453"," 700.3"," 768.3"," 632.3","    62","   6.0"," 263.6"," 201.1"," 195.1","N/A","N/A","N/A","760.303"," 889.0","  93.0"," 796.0","N/A","N/A","N/A","N/A"," 5.914"," 1.000"," 4.914"," 5.914"," 9.000"," 3.086"," 6.103"," 1.183"," 4.920"," 6.103"," 9.000"," 2.897","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","21.078"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","575.448"," 744.4","  93.0"," 651.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","21.703"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","632.337"," 746.6","  93.0"," 653.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","22.328"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 410.1"," 347.6"," 341.6","627.645"," 705.8","  93.0"," 612.8","N/A","N/A","N/A","N/A"," 4.881"," 1.000"," 3.881"," 4.881"," 9.000"," 4.119","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","22.953"," 700.3"," 768.3"," 632.3","    62","   6.0"," 187.1"," 124.6"," 118.6","N/A","N/A","N/A","410.622"," 601.5","  93.0"," 508.5","N/A","N/A","N/A","N/A"," 4.881"," 1.000"," 3.881"," 4.881"," 9.000"," 4.119"," 4.923"," 0.976"," 3.946"," 4.923"," 9.000"," 4.077","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","23.578"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 353.4"," 290.9"," 284.9","375.028"," 493.1","  93.0"," 400.1","N/A","N/A","N/A","N/A"," 5.197"," 1.000"," 4.197"," 5.197"," 9.000"," 3.803","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","24.204"," 700.3"," 768.3"," 632.3","    62","   6.0"," 246.2"," 183.7"," 177.7","N/A","N/A","N/A","701.220"," 875.8","  93.0"," 782.8","N/A","N/A","N/A","N/A"," 5.197"," 1.000"," 4.197"," 5.197"," 9.000"," 3.803"," 5.481"," 1.039"," 4.442"," 5.481"," 9.000"," 3.519","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","24.828"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","573.010"," 731.9","  93.0"," 638.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","25.453"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 412.8"," 350.3"," 344.3","632.940"," 741.1","  93.0"," 648.1","N/A","N/A","N/A","N/A"," 4.867"," 1.000"," 3.867"," 4.867"," 9.000"," 4.133","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","26.078"," 700.3"," 768.3"," 632.3","    62","   6.0"," 184.1"," 121.6"," 115.6","N/A","N/A","N/A","409.030"," 595.3","  93.0"," 502.3","N/A","N/A","N/A","N/A"," 4.867"," 1.000"," 3.867"," 4.867"," 9.000"," 4.133"," 4.921"," 0.973"," 3.947"," 4.921"," 9.000"," 4.079","Eye-Rectangle"
