.HEADER
..NAMES
Time,V U1.U3
.DATA
9.6257e-09,1.2408
9.6354e-09,1.2424
9.6450e-09,1.2445
9.6546e-09,1.2469
9.6643e-09,1.2493
9.6739e-09,1.2510
9.6836e-09,1.2518
9.6932e-09,1.2514
9.7029e-09,1.2498
9.7125e-09,1.2471
9.7222e-09,1.2430
9.7318e-09,1.2376
9.7415e-09,1.2307
9.7511e-09,1.2227
9.7607e-09,1.2138
9.7704e-09,1.2046
9.7800e-09,1.1954
9.7897e-09,1.1865
9.7993e-09,1.1781
9.8090e-09,1.1705
9.8186e-09,1.1638
9.8283e-09,1.1581
9.8379e-09,1.1535
9.8475e-09,1.1499
9.8572e-09,1.1474
9.8668e-09,1.1456
9.8765e-09,1.1446
9.8861e-09,1.1442
9.8958e-09,1.1442
9.9054e-09,1.1446
9.9151e-09,1.1455
9.9247e-09,1.1468
9.9344e-09,1.1486
9.9440e-09,1.1509
9.9536e-09,1.1537
9.9633e-09,1.1568
9.9729e-09,1.1601
9.9826e-09,1.1635
9.9922e-09,1.1666
1.00019e-08,1.1694
1.00115e-08,1.1717
1.00212e-08,1.1734
1.00308e-08,1.1747
1.00404e-08,1.1757
1.00501e-08,1.1764
1.00597e-08,1.1770
1.00694e-08,1.1775
1.00790e-08,1.1782
1.00887e-08,1.1791
1.00983e-08,1.1802
1.01080e-08,1.1815
1.01176e-08,1.1828
1.01273e-08,1.1840
