.HEADER
..NAMES
Time,V U2.L3
.DATA
1.18894e-08,1.2246
1.19127e-08,1.2355
1.19360e-08,1.2567
1.19592e-08,1.2823
1.19825e-08,1.2980
1.20058e-08,1.2978
1.20290e-08,1.2884
1.20523e-08,1.2770
1.20756e-08,1.2541
1.20988e-08,1.2062
1.21221e-08,1.1425
1.21454e-08,1.0852
1.21686e-08,1.0458
1.21919e-08,1.0244
1.22152e-08,1.0188
1.22384e-08,1.0259
1.22617e-08,1.0422
1.22850e-08,1.0648
1.23082e-08,1.0920
1.23315e-08,1.1209
1.23548e-08,1.1453
1.23780e-08,1.1577
1.24013e-08,1.1569
1.24246e-08,1.1525
1.24478e-08,1.1566
1.24711e-08,1.1726
1.24944e-08,1.1935
1.25176e-08,1.2136
1.25409e-08,1.2340
1.25642e-08,1.2556
1.25874e-08,1.2740
1.26107e-08,1.2834
1.26340e-08,1.2808
1.26572e-08,1.2668
1.26805e-08,1.2454
1.27038e-08,1.2228
1.27270e-08,1.2052
1.27503e-08,1.1946
1.27736e-08,1.1889
1.27968e-08,1.1848
1.28201e-08,1.1767
1.28434e-08,1.1505
1.28667e-08,1.0829
1.28899e-08,0.9519
1.29132e-08,0.7931
1.29365e-08,0.6460
1.29597e-08,0.4934
1.29830e-08,0.3272
1.30063e-08,0.1729
1.30295e-08,0.0509
1.30528e-08,-0.0316
1.30761e-08,-0.0774
1.30993e-08,-0.0959
1.31226e-08,-0.1022
1.31459e-08,-0.1085
1.31691e-08,-0.1225
1.31924e-08,-0.1426
1.32157e-08,-0.1579
1.32389e-08,-0.1611
1.32622e-08,-0.1540
1.32855e-08,-0.1409
1.33087e-08,-0.1151
1.33320e-08,-0.0639
1.33553e-08,0.0053
1.33785e-08,0.0698
1.34018e-08,0.1175
1.34251e-08,0.1494
1.34483e-08,0.1671
1.34716e-08,0.1709
1.34949e-08,0.1619
1.35181e-08,0.1426
1.35414e-08,0.1163
1.35647e-08,0.0883
1.35879e-08,0.0647
1.36112e-08,0.0524
1.36345e-08,0.0525
1.36577e-08,0.0576
1.36810e-08,0.0562
1.37043e-08,0.0437
1.37275e-08,0.0248
1.37508e-08,0.0044
1.37741e-08,-0.0187
1.37973e-08,-0.0447
1.38206e-08,-0.0684
1.38439e-08,-0.0826
1.38671e-08,-0.0840
1.38904e-08,-0.0739
1.39137e-08,-0.0562
1.39369e-08,-0.0360
1.39602e-08,-0.0183
1.39835e-08,-0.0054
1.40067e-08,0.0034
1.40300e-08,0.0095
1.40533e-08,0.0126
1.40765e-08,0.0119
1.40998e-08,0.0170
1.41231e-08,0.0560
1.41463e-08,0.1605
1.41696e-08,0.3117
1.41929e-08,0.4589
1.42161e-08,0.5993
1.42394e-08,0.7527
1.42627e-08,0.9046
1.42859e-08,1.0316
1.43092e-08,1.1241
1.43325e-08,1.1809
1.43557e-08,1.2074
1.43790e-08,1.2168
1.44023e-08,1.2246
1.44255e-08,1.2411
1.44488e-08,1.2666
1.44721e-08,1.2893
1.44953e-08,1.2981
1.45186e-08,1.2944
1.45419e-08,1.2862
1.45651e-08,1.2712
1.45884e-08,1.2346
1.46117e-08,1.1745
1.46349e-08,1.1108
1.46582e-08,1.0619
1.46815e-08,1.0316
1.47047e-08,1.0183
1.47280e-08,1.0200
1.47513e-08,1.0333
1.47745e-08,1.0544
1.47978e-08,1.0808
1.48211e-08,1.1101
1.48443e-08,1.1372
1.48676e-08,1.1548
1.48909e-08,1.1584
1.49141e-08,1.1533
1.49374e-08,1.1519
1.49607e-08,1.1623
1.49839e-08,1.1813
1.50072e-08,1.2018
1.50305e-08,1.2224
1.50537e-08,1.2448
1.50770e-08,1.2666
1.51003e-08,1.2814
1.51236e-08,1.2845
1.51468e-08,1.2752
1.51701e-08,1.2561
1.51934e-08,1.2328
1.52166e-08,1.2119
1.52399e-08,1.1977
1.52632e-08,1.1899
1.52864e-08,1.1856
1.53097e-08,1.1815
1.53330e-08,1.1667
1.53562e-08,1.1241
1.53795e-08,1.0242
1.54028e-08,0.8721
1.54260e-08,0.7130
1.54493e-08,0.5634
1.54726e-08,0.4034
1.54958e-08,0.2397
1.55191e-08,0.0988
1.55424e-08,-0.0034
1.55656e-08,-0.0659
1.55889e-08,-0.0947
1.56122e-08,-0.1031
1.56354e-08,-0.1062
1.56587e-08,-0.1148
1.56820e-08,-0.1324
1.57052e-08,-0.1519
1.57285e-08,-0.1621
1.57518e-08,-0.1596
1.57750e-08,-0.1488
1.57983e-08,-0.1304
1.58216e-08,-0.0926
1.58448e-08,-0.0300
1.58681e-08,0.0409
1.58914e-08,0.0992
1.59146e-08,0.1391
1.59379e-08,0.1631
1.59612e-08,0.1729
1.59844e-08,0.1691
1.60077e-08,0.1538
1.60310e-08,0.1299
1.60542e-08,0.1015
1.60775e-08,0.0744
1.61008e-08,0.0555
1.61240e-08,0.0497
1.61473e-08,0.0540
1.61706e-08,0.0579
1.61938e-08,0.0516
1.62171e-08,0.0350
1.62404e-08,0.0144
1.62636e-08,-0.0075
1.62869e-08,-0.0325
1.63102e-08,-0.0583
1.63334e-08,-0.0783
1.63567e-08,-0.0863
1.63800e-08,-0.0815
1.64032e-08,-0.0664
1.64265e-08,-0.0460
1.64498e-08,-0.0259
1.64730e-08,-0.0101
1.64963e-08,0.0005
1.65196e-08,0.0075
1.65428e-08,0.0120
1.65661e-08,0.0129
1.65894e-08,0.0133
1.66126e-08,0.0315
1.66359e-08,0.1039
1.66592e-08,0.2425
