.HEADER
..NAMES
Time,V U1.G2
.DATA
9.8090e-09,0.0324
9.8186e-09,0.0291
9.8283e-09,0.0259
9.8379e-09,0.0230
9.8475e-09,0.0204
9.8572e-09,0.0180
9.8668e-09,0.0159
9.8765e-09,0.0138
9.8861e-09,0.0119
9.8958e-09,0.0101
9.9054e-09,0.0084
9.9151e-09,0.0069
9.9247e-09,0.0054
9.9344e-09,0.0040
9.9440e-09,0.0025
9.9536e-09,0.0009
9.9633e-09,-0.0007
9.9729e-09,-0.0025
9.9826e-09,-0.0042
9.9922e-09,-0.0059
1.00019e-08,-0.0074
1.00115e-08,-0.0087
1.00212e-08,-0.0097
1.00308e-08,-0.0105
1.00404e-08,-0.0111
1.00501e-08,-0.0114
1.00597e-08,-0.0114
1.00694e-08,-0.0112
1.00790e-08,-0.0108
1.00887e-08,-0.0102
1.00983e-08,-0.0097
1.01080e-08,-0.0094
1.01176e-08,-0.0092
1.01273e-08,-0.0094
