"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Rise Rail Overshoot, [mV]","Rise Rail Overshoot Limit, [mV]","Rise Rail Overshoot Margin, [mV]","Rise Rail Overshoot, [Pass/Fail]","Rise Rail Overshoot Trace Point, [ns]","Fall Rail Undershoot, [mV]","Fall Rail Undershoot Limit, [mV]","Fall Rail Undershoot Margin, [mV]","Fall Rail Undershoot, [Pass/Fail]","Fall Rail Undershoot Trace Point, [ns]","Rise Rail Overshoot Area, [V*ns]","Rise Rail Overshoot Area Limit, [V*ns]","Rise Rail Overshoot Area Margin, [V*ns]","Rise Rail Overshoot Area, [Pass/Fail]","Rise Rail Overshoot Area Trace Point, [ns]","Fall Rail Undershoot Area, [V*ns]","Fall Rail Undershoot Area Limit, [V*ns]","Fall Rail Undershoot Area Margin, [V*ns]","Fall Rail Undershoot Area, [Pass/Fail]","Fall Rail Undershoot Area Trace Point, [ns]","Rise Rail Overshoot Area (2), [V*ns]","Rise Rail Overshoot Area (2) Limit, [V*ns]","Rise Rail Overshoot Area (2) Margin, [V*ns]","Rise Rail Overshoot Area (2), [Pass/Fail]","Rise Rail Overshoot Area (2) Trace Point, [ns]","Fall Rail Undershoot Area (2), [V*ns]","Fall Rail Undershoot Area (2) Limit, [V*ns]","Fall Rail Undershoot Area (2) Margin, [V*ns]","Fall Rail Undershoot Area (2), [Pass/Fail]","Fall Rail Undershoot Area (2) Trace Point, [ns]","Monotonic, [Pass/Fail]","Monotonic Trace Point, [ns]","VIH/L(AC) Min Limit, [Pass/Fail]","VIH/L(AC) Min Limit, Trace Point, [ns]","VIH/L(DC) Monotonicity, [Pass/Fail]","VIH/L(DC) Monotonicity Trace Point, [ns]","Vref Threshold Multi Cross, [Pass/Fail]","Max Slew Time, [ps]","Max Slew Time, [Pass/Fail]","VIX Limit Low, mV","VIX Limit Hi, mV","VIX Margin, mV","VIX, [Pass/Fail]","VIX Trace Point, [ns]","VID(AC) Limit, mV","VID(AC) Margin, mV","VID(AC), [Pass/Fail]","VID(AC) Trace Point, [ns]","VID(DC) Limit, mV","VID(DC), [Pass/Fail]","VID(DC) Trace Point, [ns]","Vdd/2, mV","VSEL Limit, mV","VSEL Margin, mV","VSEL, [Pass/Fail]","VSEL Trace Point, [ns]","VSEH Limit, mV","VSEH Margin, mV","VSEH, [Pass/Fail]","VSEH Trace Point, [ns]","TVAC/TDVAC Min Time Over AC, ps","TVAC/TDVAC Time Limit, ps","TVAC/TDVAC Margin, ps","TVAC/TDVAC, [Pass/Fail]","TVAC/TDVAC Trace Point, [ns]"
"DDR_A15_CAS","Pass","Write rank(1,1)","U1.M4","U2.M8"," 128.7"," 300.0"," 171.3","Pass","10.817"," 192.7"," 300.0"," 107.3","Pass","26.627","0.0273","0.1699","0.1426","Pass"," 0.805","0.0496","0.1762","0.1266","Pass","33.272","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  37.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A16_RAS","Pass","Write rank(1,1)","U1.M5","U2.L8"," 131.0"," 300.0"," 169.0","Pass","33.311"," 200.0"," 300.0"," 100.0","Pass","45.789","0.0278","0.1699","0.1421","Pass","33.295","0.0523","0.1762","0.1239","Pass"," 0.785","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  37.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A2","Pass","Write rank(1,1)","U1.K3","U2.R3"," 142.9"," 300.0"," 157.1","Pass","28.430"," 207.1"," 300.0","  92.9","Pass","37.481","0.0343","0.1699","0.1356","Pass","19.158","0.0603","0.1762","0.1159","Pass"," 0.814","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  32.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A3","Pass","Write rank(1,1)","U1.L5","U2.N7"," 134.5"," 300.0"," 165.5","Pass","29.154"," 197.5"," 300.0"," 102.5","Pass","31.615","0.0263","0.1699","0.1436","Pass","54.110","0.0497","0.1762","0.1265","Pass"," 0.775","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A4","Pass","Write rank(1,1)","U1.K4","U2.N3"," 139.0"," 300.0"," 161.0","Pass","49.205"," 201.0"," 300.0","  99.0","Pass"," 0.807","0.0293","0.1699","0.1406","Pass","38.296","0.0540","0.1762","0.1222","Pass"," 0.789","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  32.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A5","Pass","Write rank(1,1)","U1.K1","U2.P8"," 141.9"," 300.0"," 158.1","Pass","14.291"," 207.3"," 300.0","  92.7","Pass","35.098","0.0367","0.1699","0.1332","Pass","24.190","0.0653","0.1762","0.1109","Pass"," 5.015","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  39.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A6","Pass","Write rank(1,1)","U1.R2","U2.P2"," 144.1"," 300.0"," 155.9","Pass","32.585"," 204.3"," 300.0","  95.7","Pass","34.205","0.0316","0.1699","0.1383","Pass"," 0.832","0.0562","0.1762","0.1200","Pass","38.300","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  32.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A7","Pass","Write rank(1,1)","U1.P2","U2.R8"," 157.7"," 300.0"," 142.3","Pass"," 6.768"," 220.2"," 300.0","  79.8","Pass"," 5.088","0.0401","0.1699","0.1298","Pass"," 0.857","0.0661","0.1762","0.1101","Pass","42.491","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A8","Pass","Write rank(1,1)","U1.P1","U2.R2"," 172.9"," 300.0"," 127.1","Pass","24.270"," 236.0"," 300.0","  64.0","Pass"," 3.432","0.0436","0.1699","0.1263","Pass","45.849","0.0722","0.1762","0.1040","Pass"," 5.842","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_A9","Pass","Write rank(1,1)","U1.P4","U2.R7"," 137.5"," 300.0"," 162.5","Pass","42.541"," 191.7"," 300.0"," 108.3","Pass","34.119","0.0282","0.1699","0.1417","Pass"," 0.805","0.0507","0.1762","0.1255","Pass","45.767","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_ACTn","Pass","Write rank(1,1)","U1.N6","U2.L3"," 132.6"," 300.0"," 167.4","Pass","53.219"," 194.4"," 300.0"," 105.6","Pass","45.713","0.0218","0.1699","0.1481","Pass"," 3.243","0.0378","0.1762","0.1384","Pass","41.521","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_BA0","Pass","Write rank(1,1)","U1.M1","U2.N2"," 116.8"," 300.0"," 183.2","Pass","24.270"," 184.0"," 300.0"," 116.0","Pass","35.913","0.0317","0.1699","0.1382","Pass","47.509","0.0589","0.1762","0.1173","Pass"," 0.842","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_BA1","Pass","Write rank(1,1)","U1.N1","U2.N8"," 124.8"," 300.0"," 175.2","Pass","20.117"," 187.3"," 300.0"," 112.7","Pass","11.771","0.0347","0.1699","0.1352","Pass"," 0.864","0.0603","0.1762","0.1159","Pass"," 6.678","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_BG0","Pass","Write rank(1,1)","U1.T4","U2.M2"," 152.9"," 300.0"," 147.1","Pass","45.001"," 204.6"," 300.0","  95.4","Pass","20.843","0.0288","0.1699","0.1411","Pass"," 5.782","0.0506","0.1762","0.1256","Pass","42.416","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  32.6","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_CKE","Pass","Write rank(1,1)","U1.H2","U2.K2","  79.9"," 300.0"," 220.1","Pass","24.193"," 151.6"," 300.0"," 148.4","Pass","21.685","0.0163","0.1699","0.1536","Pass","19.324","0.0468","0.1762","0.1294","Pass","25.964","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  83.8","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_CSn","Pass","Write rank(1,1)","U1.L6","U2.L7"," 128.9"," 300.0"," 171.1","Pass","43.272"," 196.3"," 300.0"," 103.7","Pass","44.922","0.0196","0.1699","0.1503","Pass","43.266","0.0371","0.1762","0.1391","Pass","41.568","0.0000","0.0055","0.0055","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  34.9","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ0","Fail","Write rank(1,1)","U1.F4","U2.G2"," 279.6"," 400.0"," 120.4","Pass","36.825"," 317.8"," 400.0","  82.2","Pass","43.907","0.0626","0.0700","0.0074","Pass","36.826","0.0828","0.0700","-0.0128","Fail","43.922","0.0027","0.0100","0.0073","Pass","36.808","0.0008","0.0100","0.0092","Pass","43.905","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ1","Fail","Write rank(1,1)","U1.H6","U2.F7"," 262.4"," 400.0"," 137.6","Pass"," 9.735"," 302.5"," 400.0","  97.5","Pass","42.637","0.0610","0.0700","0.0090","Pass"," 9.759","0.0812","0.0700","-0.0112","Fail","42.686","0.0011","0.0100","0.0089","Pass"," 9.735","0.0000","0.0100","0.0100","Pass","42.637","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ10","Fail","Write rank(1,1)","U1.U2","U2.C3"," 307.8"," 400.0","  92.2","Pass","47.174"," 324.0"," 400.0","  76.0","Pass","47.590","0.0664","0.0700","0.0036","Pass"," 9.754","0.0888","0.0700","-0.0188","Fail","47.678","0.0050","0.0100","0.0050","Pass","47.170","0.0014","0.0100","0.0086","Pass","47.601","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ11","Fail","Write rank(1,1)","U1.V5","U2.C7"," 285.2"," 400.0"," 114.8","Pass"," 2.185"," 308.7"," 400.0","  91.3","Pass","13.855","0.0638","0.0700","0.0062","Pass"," 2.244","0.0864","0.0700","-0.0164","Fail","53.915","0.0030","0.0100","0.0070","Pass"," 2.193","0.0004","0.0100","0.0096","Pass","13.864","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ12","Fail","Write rank(1,1)","U1.W2","U2.C2"," 302.4"," 400.0","  97.6","Pass","13.034"," 322.0"," 400.0","  78.0","Pass","21.783","0.0699","0.0700","0.0001","Pass"," 4.764","0.0903","0.0700","-0.0203","Fail","16.866","0.0060","0.0100","0.0040","Pass","13.067","0.0017","0.0100","0.0083","Pass","21.817","Fail"," 8.876","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ13","Fail","Write rank(1,1)","U1.V6","U2.C8"," 292.7"," 400.0"," 107.3","Pass","53.428"," 318.7"," 400.0","  81.3","Pass","53.014","0.0671","0.0700","0.0029","Pass","53.476","0.0855","0.0700","-0.0155","Fail","48.091","0.0044","0.0100","0.0056","Pass","53.451","0.0008","0.0100","0.0092","Pass","53.014","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ14","Fail","Write rank(1,1)","U1.Y1","U2.D3"," 275.4"," 400.0"," 124.6","Pass","45.659"," 316.8"," 400.0","  83.2","Pass"," 4.418","0.0728","0.0700","-0.0028","Fail","34.816","0.0937","0.0700","-0.0237","Fail","29.840","0.0021","0.0100","0.0079","Pass","45.645","0.0009","0.0100","0.0091","Pass"," 4.408","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ15","Fail","Write rank(1,1)","U1.W1","U2.D7"," 283.2"," 400.0"," 116.8","Pass","16.782"," 305.7"," 400.0","  94.3","Pass","31.785","0.0684","0.0700","0.0016","Pass","32.267","0.0894","0.0700","-0.0194","Fail","38.537","0.0029","0.0100","0.0071","Pass","16.800","0.0001","0.0100","0.0099","Pass","31.784","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ2","Fail","Write rank(1,1)","U1.E3","U2.H3"," 268.2"," 400.0"," 131.8","Pass","41.003"," 299.8"," 400.0"," 100.2","Pass","54.338","0.0657","0.0700","0.0043","Pass","18.547","0.0858","0.0700","-0.0158","Fail","54.398","0.0016","0.0100","0.0084","Pass","41.008","0.0000","0.0100","0.0100","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
