"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Average Center Voltage, Vcent(pin_mid), [mV]","Upper Eye Mask, Vcent(pin_mid) + VdIVW_Total/2, [mV]","Lower Eye Mask, Vcent(pin_mid) - VdIVW_Total/2, [mV]","Half Eye-Mask Width, TdIVW/2, [ps]","Output Delay Uncertainty, [ps]","Measured Setup Time, [ps]","Setup Time Margin, [ps]","Setup Time Margin with Output Delay Uncertainty, [ps]","Measured Hold Time, [ps]","Hold Time Margin, [ps]","Hold Time Margin with Output Delay Uncertainty, [ps]","Min Voltage Above/Below Eye-Mask, [mV]","Peak Voltage Above/Below Vcent(pin_mid), [mV]","VIHL_AC/2 Limit, [mV]","Peak Voltage Above/Below Vcent(pin_mid) Margin, [mV]","Vcent(pin_mid) to Vcent(pin_mid) Pulse Width, [ps]","Pulse Width Limit, tdIPW, [ps]","Pulse Width Margin, [ps]","Pulse Width Margin with Output Delay Uncertainty, [ps]","Min Slew Rate, [V/ns]","Min Slew Rate Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate Margin, [V/ns]","Max Slew Rate, [V/ns]","Max Slew Rate Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate Margin, [V/ns]","Min Slew Rate (2), [V/ns]","Min Slew Rate (2) Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate (2) Margin, [V/ns]","Max Slew Rate (2), [V/ns]","Max Slew Rate (2) Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate (2) Margin, [V/ns]","Eye Mask Shape"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 8.376"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","623.587"," 700.1","  80.0"," 620.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 8.793"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 281.3"," 239.6"," 233.6","624.484"," 693.0","  80.0"," 613.0","N/A","N/A","N/A","N/A"," 4.674"," 1.000"," 3.674"," 4.674"," 9.000"," 4.326","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 9.209"," 691.7"," 756.7"," 626.7","    42","   6.0"," 107.3","  65.6","  59.6"," 236.5"," 194.8"," 188.8","286.909"," 533.8","  80.0"," 453.8"," 369.7","   242"," 128.2"," 116.2"," 4.674"," 1.000"," 3.674"," 5.600"," 9.000"," 3.400"," 4.604"," 0.935"," 3.669"," 4.604"," 9.000"," 4.396","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3"," 9.626"," 691.7"," 756.7"," 626.7","    42","   6.0"," 157.0"," 115.3"," 109.3"," 279.2"," 237.5"," 231.5","656.536"," 920.7","  80.0"," 840.7"," 457.7","   242"," 216.1"," 204.1"," 5.600"," 1.000"," 4.600"," 6.419"," 9.000"," 2.581"," 5.827"," 1.120"," 4.707"," 5.827"," 9.000"," 3.173","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","10.042"," 691.7"," 756.7"," 626.7","    42","   6.0"," 116.9","  75.3","  69.3","N/A","N/A","N/A","481.608"," 760.5","  80.0"," 680.5","N/A","N/A","N/A","N/A"," 6.419"," 1.000"," 5.419"," 6.419"," 9.000"," 2.581"," 6.723"," 1.284"," 5.439"," 6.723"," 9.000"," 2.277","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","10.459"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","250.985"," 672.9","  80.0"," 592.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","10.875"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","462.152"," 583.0","  80.0"," 503.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","11.292"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 213.4"," 171.8"," 165.8","423.369"," 541.8","  80.0"," 461.8","N/A","N/A","N/A","N/A"," 4.570"," 1.000"," 3.570"," 4.570"," 9.000"," 4.430","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","11.708"," 691.7"," 756.7"," 626.7","    42","   6.0"," 174.5"," 132.8"," 126.8"," 270.2"," 228.5"," 222.5","573.773"," 804.0","  80.0"," 724.0"," 468.8","   242"," 227.2"," 215.2"," 4.570"," 1.000"," 3.570"," 6.425"," 9.000"," 2.575"," 4.733"," 0.914"," 3.819"," 4.733"," 9.000"," 4.267","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","12.125"," 691.7"," 756.7"," 626.7","    42","   6.0"," 126.3","  84.6","  78.6","N/A","N/A","N/A","486.659"," 718.7","  80.0"," 638.7","N/A","N/A","N/A","N/A"," 6.425"," 1.000"," 5.425"," 6.425"," 9.000"," 2.575"," 6.393"," 1.285"," 5.108"," 6.393"," 9.000"," 2.607","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","12.541"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","261.327"," 663.3","  80.0"," 583.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","12.958"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","452.765"," 579.6","  80.0"," 499.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","13.374"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 213.4"," 171.7"," 165.7","429.847"," 538.3","  80.0"," 458.3","N/A","N/A","N/A","N/A"," 4.608"," 1.000"," 3.608"," 4.608"," 9.000"," 4.392","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","13.791"," 691.7"," 756.7"," 626.7","    42","   6.0"," 175.1"," 133.5"," 127.5","N/A","N/A","N/A","573.527"," 850.2","  80.0"," 770.2","N/A","N/A","N/A","N/A"," 4.608"," 1.000"," 3.608"," 4.608"," 9.000"," 4.392"," 4.718"," 0.922"," 3.796"," 4.718"," 9.000"," 4.282","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","14.207"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 274.7"," 233.1"," 227.1","535.713"," 841.8","  80.0"," 761.8","N/A","N/A","N/A","N/A"," 4.370"," 1.000"," 3.370"," 4.370"," 9.000"," 4.630","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","14.624"," 691.7"," 756.7"," 626.7","    42","   6.0"," 112.2","  70.6","  64.6","N/A","N/A","N/A","258.842"," 577.1","  80.0"," 497.1","N/A","N/A","N/A","N/A"," 4.370"," 1.000"," 3.370"," 4.370"," 9.000"," 4.630"," 4.080"," 0.874"," 3.206"," 4.080"," 9.000"," 4.920","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","15.040"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","340.385"," 578.0","  80.0"," 498.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","15.457"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","423.725"," 544.9","  80.0"," 464.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","15.873"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 213.6"," 171.9"," 165.9","443.715"," 526.1","  80.0"," 446.1","N/A","N/A","N/A","N/A"," 4.620"," 1.000"," 3.620"," 4.620"," 9.000"," 4.380","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","16.290"," 691.7"," 756.7"," 626.7","    42","   6.0"," 175.0"," 133.3"," 127.3"," 269.6"," 228.0"," 222.0","583.482"," 813.8","  80.0"," 733.8"," 468.8","   242"," 227.3"," 215.3"," 4.620"," 1.000"," 3.620"," 6.383"," 9.000"," 2.617"," 4.678"," 0.924"," 3.754"," 4.678"," 9.000"," 4.322","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","16.706"," 691.7"," 756.7"," 626.7","    42","   6.0"," 126.3","  84.7","  78.7"," 246.0"," 204.4"," 198.4","493.157"," 697.2","  80.0"," 617.2"," 393.3","   242"," 151.8"," 139.8"," 6.117"," 1.000"," 5.117"," 6.383"," 9.000"," 2.617"," 6.411"," 1.277"," 5.135"," 6.411"," 9.000"," 2.589","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","17.123"," 691.7"," 756.7"," 626.7","    42","   6.0"," 149.4"," 107.8"," 101.8"," 277.3"," 235.7"," 229.7","693.821"," 970.3","  80.0"," 890.3"," 447.2","   242"," 205.7"," 193.7"," 6.117"," 1.000"," 5.117"," 6.642"," 9.000"," 2.358"," 6.173"," 1.223"," 4.950"," 6.173"," 9.000"," 2.827","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","17.539"," 691.7"," 756.7"," 626.7","    42","   6.0"," 119.4","  77.8","  71.8","N/A","N/A","N/A","511.860"," 787.1","  80.0"," 707.1","N/A","N/A","N/A","N/A"," 6.642"," 1.000"," 5.642"," 6.642"," 9.000"," 2.358"," 7.016"," 1.328"," 5.687"," 7.016"," 9.000"," 1.984","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","17.956"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 199.0"," 157.4"," 151.4","243.191"," 672.9","  80.0"," 592.9","N/A","N/A","N/A","N/A"," 3.874"," 1.000"," 2.874"," 3.874"," 9.000"," 5.126","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","18.372"," 691.7"," 756.7"," 626.7","    42","   6.0"," 183.8"," 142.1"," 136.1","N/A","N/A","N/A","535.657"," 812.3","  80.0"," 732.3","N/A","N/A","N/A","N/A"," 3.874"," 1.000"," 2.874"," 3.874"," 9.000"," 5.126"," 4.282"," 0.775"," 3.507"," 4.282"," 9.000"," 4.718","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","18.789"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 271.6"," 229.9"," 223.9","549.541"," 813.4","  80.0"," 733.4","N/A","N/A","N/A","N/A"," 4.588"," 1.000"," 3.588"," 4.588"," 9.000"," 4.412","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","19.205"," 691.7"," 756.7"," 626.7","    42","   6.0"," 116.5","  74.8","  68.8","N/A","N/A","N/A","292.951"," 579.6","  80.0"," 499.6","N/A","N/A","N/A","N/A"," 4.588"," 1.000"," 3.588"," 4.588"," 9.000"," 4.412"," 4.376"," 0.918"," 3.459"," 4.376"," 9.000"," 4.624","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","19.622"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 206.5"," 164.9"," 158.9","331.283"," 580.1","  80.0"," 500.1","N/A","N/A","N/A","N/A"," 4.581"," 1.000"," 3.581"," 4.581"," 9.000"," 4.419","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","20.038"," 691.7"," 756.7"," 626.7","    42","   6.0"," 181.5"," 139.8"," 133.8","N/A","N/A","N/A","604.656"," 830.8","  80.0"," 750.8","N/A","N/A","N/A","N/A"," 4.581"," 1.000"," 3.581"," 4.581"," 9.000"," 4.419"," 4.747"," 0.916"," 3.831"," 4.747"," 9.000"," 4.253","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","20.455"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","528.919"," 830.8","  80.0"," 750.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","20.871"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","606.566"," 732.7","  80.0"," 652.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","21.288"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","629.259"," 712.3","  80.0"," 632.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","21.704"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","627.786"," 694.4","  80.0"," 614.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","22.121"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 279.8"," 238.1"," 232.1","624.044"," 699.9","  80.0"," 619.9","N/A","N/A","N/A","N/A"," 4.700"," 1.000"," 3.700"," 4.700"," 9.000"," 4.300","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ0","Pass","Write rank(1,1)","U1.F4","U2.G2","DDR_LDQS_P","U1.E1&E2","U2.G3&F3","22.537"," 691.7"," 756.7"," 626.7","    42","   6.0"," 108.9","  67.2","  61.2","N/A","N/A","N/A","288.797"," 600.5","  80.0"," 520.5","N/A","N/A","N/A","N/A"," 4.700"," 1.000"," 3.700"," 4.700"," 9.000"," 4.300"," 4.598"," 0.940"," 3.658"," 4.598"," 9.000"," 4.402","Eye-Rectangle"
