.HEADER
..NAMES
Time,V U1.E3
.DATA
2.13591e-08,0.5216
2.13824e-08,0.5158
2.14056e-08,0.5053
2.14289e-08,0.4973
2.14522e-08,0.4913
2.14754e-08,0.4847
2.14987e-08,0.4812
2.15220e-08,0.4883
2.15452e-08,0.5026
2.15685e-08,0.5188
2.15918e-08,0.5367
2.16150e-08,0.5553
2.16383e-08,0.5663
2.16616e-08,0.5608
2.16848e-08,0.5373
2.17081e-08,0.4965
2.17314e-08,0.4372
2.17546e-08,0.3629
2.17779e-08,0.2840
2.18012e-08,0.2098
2.18244e-08,0.1434
2.18477e-08,0.0868
2.18710e-08,0.0438
2.18942e-08,0.0143
2.19175e-08,-0.0067
2.19408e-08,-0.0222
2.19640e-08,-0.0315
2.19873e-08,-0.0354
2.20106e-08,-0.0378
2.20338e-08,-0.0405
2.20571e-08,-0.0430
2.20804e-08,-0.0468
2.21037e-08,-0.0546
2.21269e-08,-0.0658
2.21502e-08,-0.0770
2.21735e-08,-0.0862
2.21967e-08,-0.0928
2.22200e-08,-0.0941
2.22433e-08,-0.0866
2.22665e-08,-0.0706
2.22898e-08,-0.0492
2.23131e-08,-0.0245
2.23363e-08,0.0013
2.23596e-08,0.0342
2.23829e-08,0.0938
2.24061e-08,0.2325
2.24294e-08,0.3983
2.24527e-08,0.5177
2.24759e-08,0.5993
2.24992e-08,0.6494
2.25225e-08,0.6665
2.25457e-08,0.6651
2.25690e-08,0.6611
2.25923e-08,0.6547
2.26155e-08,0.6475
2.26388e-08,0.6480
2.26621e-08,0.6572
2.26853e-08,0.6678
2.27086e-08,0.6780
2.27319e-08,0.6898
2.27551e-08,0.7005
2.27784e-08,0.7015
2.28017e-08,0.6912
2.28249e-08,0.6751
2.28482e-08,0.6550
2.28715e-08,0.6321
2.28947e-08,0.6118
2.29180e-08,0.6046
2.29413e-08,0.6154
2.29645e-08,0.6447
2.29878e-08,0.6940
2.30111e-08,0.7625
2.30343e-08,0.8412
2.30576e-08,0.9190
2.30809e-08,0.9910
2.31041e-08,1.0553
2.31274e-08,1.1075
2.31507e-08,1.1454
2.31739e-08,1.1724
2.31972e-08,1.1922
2.32205e-08,1.2046
2.32437e-08,1.2096
2.32670e-08,1.2107
2.32903e-08,1.2115
2.33135e-08,1.2124
2.33368e-08,1.2146
2.33601e-08,1.2210
2.33833e-08,1.2325
2.34066e-08,1.2456
2.34299e-08,1.2573
2.34531e-08,1.2668
2.34764e-08,1.2718
2.34997e-08,1.2686
2.35229e-08,1.2561
2.35462e-08,1.2370
2.35695e-08,1.2141
2.35927e-08,1.1894
2.36160e-08,1.1663
2.36393e-08,1.1490
2.36625e-08,1.1388
2.36858e-08,1.1343
2.37091e-08,1.1347
2.37323e-08,1.1395
2.37556e-08,1.1470
2.37789e-08,1.1548
2.38021e-08,1.1629
2.38254e-08,1.1719
2.38487e-08,1.1807
2.38719e-08,1.1872
2.38952e-08,1.1909
2.39185e-08,1.1919
2.39417e-08,1.1899
2.39650e-08,1.1852
2.39883e-08,1.1798
2.40115e-08,1.1762
2.40348e-08,1.1754
2.40581e-08,1.1778
2.40813e-08,1.1840
2.41046e-08,1.1937
2.41279e-08,1.2046
2.41511e-08,1.2145
2.41744e-08,1.2222
2.41977e-08,1.2272
2.42209e-08,1.2285
2.42442e-08,1.2263
2.42675e-08,1.2221
2.42907e-08,1.2173
2.43140e-08,1.2124
2.43373e-08,1.2075
2.43605e-08,1.2033
2.43838e-08,1.1998
2.44071e-08,1.1965
2.44303e-08,1.1938
2.44536e-08,1.1928
2.44769e-08,1.1937
2.45002e-08,1.1962
