.HEADER
..NAMES
Time,V U2.B8
.DATA
4.91166e-08,-0.0677
4.91399e-08,-0.0266
4.91632e-08,0.0167
4.91864e-08,0.0610
4.92097e-08,0.1010
4.92330e-08,0.1268
4.92562e-08,0.1389
4.92795e-08,0.1447
4.93028e-08,0.1481
4.93260e-08,0.1479
4.93493e-08,0.1399
4.93726e-08,0.1249
4.93958e-08,0.1092
4.94191e-08,0.0970
4.94424e-08,0.0876
4.94656e-08,0.0797
4.94889e-08,0.0724
4.95122e-08,0.0630
4.95354e-08,0.0492
4.95587e-08,0.0335
4.95820e-08,0.0195
4.96052e-08,0.0083
4.96285e-08,-0.0000
4.96518e-08,-0.0090
4.96750e-08,-0.0229
4.96983e-08,-0.0383
4.97216e-08,-0.0414
4.97448e-08,-0.0085
4.97681e-08,0.0842
4.97914e-08,0.2024
4.98146e-08,0.3001
4.98379e-08,0.3948
4.98612e-08,0.5105
4.98844e-08,0.6334
4.99077e-08,0.7608
4.99310e-08,0.8919
4.99542e-08,1.0074
4.99775e-08,1.0975
5.00008e-08,1.1627
5.00240e-08,1.2060
5.00473e-08,1.2360
5.00706e-08,1.2634
5.00939e-08,1.2899
5.01171e-08,1.2990
5.01404e-08,1.2752
5.01637e-08,1.2048
5.01869e-08,1.1092
5.02102e-08,1.0311
5.02335e-08,0.9534
5.02567e-08,0.8345
5.02800e-08,0.6907
5.03033e-08,0.5387
5.03265e-08,0.3730
5.03498e-08,0.2178
5.03731e-08,0.0906
5.03963e-08,-0.0142
5.04196e-08,-0.0977
5.04429e-08,-0.1624
5.04661e-08,-0.2154
5.04894e-08,-0.2544
5.05127e-08,-0.2710
5.05359e-08,-0.2663
5.05592e-08,-0.2565
5.05825e-08,-0.2591
5.06057e-08,-0.2725
5.06290e-08,-0.2770
5.06523e-08,-0.2600
5.06755e-08,-0.2312
5.06988e-08,-0.2018
5.07221e-08,-0.1695
5.07453e-08,-0.1376
5.07686e-08,-0.1092
5.07919e-08,-0.0733
5.08151e-08,-0.0260
5.08384e-08,0.0257
5.08617e-08,0.0757
5.08849e-08,0.1138
5.09082e-08,0.1321
5.09315e-08,0.1370
5.09547e-08,0.1401
5.09780e-08,0.1434
5.10013e-08,0.1400
5.10245e-08,0.1250
5.10478e-08,0.1040
5.10711e-08,0.0871
5.10943e-08,0.0781
5.11176e-08,0.0749
5.11409e-08,0.0741
5.11641e-08,0.0722
5.11874e-08,0.0639
5.12107e-08,0.0490
5.12339e-08,0.0337
5.12572e-08,0.0222
5.12805e-08,0.0143
5.13037e-08,0.0073
5.13270e-08,-0.0055
5.13503e-08,-0.0259
5.13735e-08,-0.0438
5.13968e-08,-0.0382
5.14201e-08,0.0182
5.14433e-08,0.1288
5.14666e-08,0.2427
5.14899e-08,0.3346
5.15131e-08,0.4373
5.15364e-08,0.5593
5.15597e-08,0.6850
5.15829e-08,0.8169
5.16062e-08,0.9444
5.16295e-08,1.0479
5.16527e-08,1.1240
5.16760e-08,1.1764
5.16993e-08,1.2117
5.17225e-08,1.2404
5.17458e-08,1.2696
5.17691e-08,1.2945
5.17923e-08,1.3059
5.18156e-08,1.3069
5.18389e-08,1.3147
5.18621e-08,1.3393
5.18854e-08,1.3672
5.19087e-08,1.3744
5.19319e-08,1.3554
5.19552e-08,1.3231
5.19785e-08,1.2841
5.20017e-08,1.2440
5.20250e-08,1.2122
5.20483e-08,1.1863
5.20715e-08,1.1584
5.20948e-08,1.1282
5.21181e-08,1.0980
5.21413e-08,1.0740
5.21646e-08,1.0665
5.21879e-08,1.0739
5.22111e-08,1.0704
5.22344e-08,1.0307
5.22577e-08,0.9348
5.22809e-08,0.8286
5.23042e-08,0.7531
5.23275e-08,0.6762
5.23507e-08,0.5670
5.23740e-08,0.4446
5.23973e-08,0.3145
5.24205e-08,0.1848
5.24438e-08,0.0802
5.24671e-08,0.0102
5.24904e-08,-0.0299
5.25136e-08,-0.0497
5.25369e-08,-0.0629
5.25602e-08,-0.0812
5.25834e-08,-0.1022
5.26067e-08,-0.1115
5.26300e-08,-0.1068
5.26532e-08,-0.1068
5.26765e-08,-0.1281
5.26998e-08,-0.1618
5.27230e-08,-0.1811
5.27463e-08,-0.1734
5.27696e-08,-0.1516
5.27928e-08,-0.1251
5.28161e-08,-0.0950
5.28394e-08,-0.0690
5.28626e-08,-0.0468
5.28859e-08,-0.0177
5.29092e-08,0.0197
5.29324e-08,0.0609
5.29557e-08,0.0974
5.29790e-08,0.1154
5.30022e-08,0.1089
5.30255e-08,0.0897
5.30488e-08,0.0750
5.30720e-08,0.0688
5.30953e-08,0.0623
5.31186e-08,0.0499
5.31418e-08,0.0375
5.31651e-08,0.0334
5.31884e-08,0.0388
5.32116e-08,0.0493
5.32349e-08,0.0596
5.32582e-08,0.0642
5.32814e-08,0.0574
5.33047e-08,0.0410
5.33280e-08,0.0230
5.33512e-08,0.0096
5.33745e-08,0.0027
5.33978e-08,-0.0022
5.34210e-08,-0.0137
5.34443e-08,-0.0328
5.34676e-08,-0.0494
5.34908e-08,-0.0544
5.35141e-08,-0.0477
5.35374e-08,-0.0360
5.35606e-08,-0.0245
5.35839e-08,-0.0151
5.36072e-08,-0.0075
5.36304e-08,-0.0017
5.36537e-08,0.0029
5.36770e-08,0.0058
5.37002e-08,0.0048
5.37235e-08,-0.0017
5.37468e-08,-0.0117
5.37700e-08,-0.0196
5.37933e-08,-0.0198
5.38166e-08,-0.0117
5.38398e-08,-0.0006
5.38631e-08,0.0063
5.38864e-08,0.0076
5.39096e-08,0.0081
5.39329e-08,0.0116
5.39562e-08,0.0179
5.39794e-08,0.0241
5.40027e-08,0.0271
5.40260e-08,0.0253
5.40492e-08,0.0188
5.40725e-08,0.0104
5.40958e-08,0.0032
5.41190e-08,-0.0009
5.41423e-08,-0.0029
5.41656e-08,-0.0047
5.41888e-08,-0.0067
5.42121e-08,-0.0068
5.42354e-08,-0.0026
5.42586e-08,0.0050
5.42819e-08,0.0117
5.43052e-08,0.0133
5.43284e-08,0.0098
5.43517e-08,0.0042
5.43750e-08,-0.0005
5.43982e-08,-0.0028
5.44215e-08,-0.0030
5.44448e-08,-0.0028
5.44680e-08,-0.0039
5.44913e-08,-0.0065
5.45146e-08,-0.0090
5.45378e-08,-0.0089
5.45611e-08,-0.0056
5.45844e-08,-0.0005
5.46076e-08,0.0036
5.46309e-08,0.0056
5.46542e-08,0.0063
5.46775e-08,0.0072
5.47007e-08,0.0084
5.47240e-08,0.0083
5.47473e-08,0.0058
5.47705e-08,0.0015
5.47938e-08,-0.0028
5.48171e-08,-0.0052
5.48403e-08,-0.0046
5.48636e-08,-0.0014
5.48869e-08,0.0025
5.49101e-08,0.0049
5.49334e-08,0.0053
5.49567e-08,0.0044
5.49799e-08,0.0040
5.50032e-08,0.0050
5.50265e-08,0.0064
5.50497e-08,0.0067
5.50730e-08,0.0051
5.50963e-08,0.0027
5.51195e-08,0.0005
5.51428e-08,-0.0007
5.51661e-08,-0.0011
5.51893e-08,-0.0014
5.52126e-08,-0.0017
5.52359e-08,-0.0017
5.52591e-08,-0.0008
5.52824e-08,0.0013
5.53057e-08,0.0041
5.53289e-08,0.0064
5.53522e-08,0.0067
5.53755e-08,0.0050
