.HEADER
..NAMES
Time,V U2.E2
.DATA
2.29645e-08,1.1850
2.29878e-08,1.1921
2.30111e-08,1.2025
2.30343e-08,1.2079
2.30576e-08,1.1914
2.30809e-08,1.1384
2.31041e-08,1.0400
2.31274e-08,0.9318
2.31507e-08,0.8628
2.31739e-08,0.8177
2.31972e-08,0.7583
2.32205e-08,0.7042
2.32437e-08,0.6660
2.32670e-08,0.6293
2.32903e-08,0.5979
2.33135e-08,0.5757
2.33368e-08,0.5588
2.33601e-08,0.5475
2.33833e-08,0.5360
2.34066e-08,0.5211
2.34299e-08,0.5113
2.34531e-08,0.5114
2.34764e-08,0.5224
2.34997e-08,0.5620
2.35229e-08,0.6619
2.35462e-08,0.7866
2.35695e-08,0.8694
2.35927e-08,0.9330
2.36160e-08,1.0106
2.36393e-08,1.0707
2.36625e-08,1.1084
2.36858e-08,1.1411
2.37091e-08,1.1633
2.37323e-08,1.1771
2.37556e-08,1.1871
2.37789e-08,1.1913
2.38021e-08,1.1966
2.38254e-08,1.2054
2.38487e-08,1.2110
2.38719e-08,1.2106
2.38952e-08,1.2056
2.39185e-08,1.1973
2.39417e-08,1.1928
2.39650e-08,1.2024
2.39883e-08,1.2182
2.40115e-08,1.2213
2.40348e-08,1.2134
2.40581e-08,1.2088
2.40813e-08,1.2063
2.41046e-08,1.2007
2.41279e-08,1.1967
2.41511e-08,1.1961
2.41744e-08,1.1953
2.41977e-08,1.1942
2.42209e-08,1.1926
2.42442e-08,1.1919
2.42675e-08,1.1951
2.42907e-08,1.1997
2.43140e-08,1.2015
2.43373e-08,1.2003
2.43605e-08,1.1968
2.43838e-08,1.1936
2.44071e-08,1.1947
2.44303e-08,1.1994
2.44536e-08,1.2021
2.44769e-08,1.2011
2.45002e-08,1.1998
2.45234e-08,1.1993
2.45467e-08,1.1982
2.45700e-08,1.1972
2.45932e-08,1.1978
2.46165e-08,1.1989
2.46398e-08,1.1991
2.46630e-08,1.1983
2.46863e-08,1.1973
2.47096e-08,1.1927
2.47328e-08,1.1698
2.47561e-08,1.1119
2.47794e-08,1.0084
2.48026e-08,0.8999
