.HEADER
..NAMES
Time,V U2.K7&K8
.DATA
4.98844e-08,0.8962
4.99077e-08,0.8099
4.99310e-08,0.7025
4.99542e-08,0.6021
4.99775e-08,0.4947
5.00008e-08,0.3833
5.00240e-08,0.3026
5.00473e-08,0.2708
5.00706e-08,0.2720
5.00939e-08,0.2745
5.01171e-08,0.2777
5.01404e-08,0.2867
5.01637e-08,0.2881
5.01869e-08,0.2736
5.02102e-08,0.2493
5.02335e-08,0.2276
5.02567e-08,0.2180
5.02800e-08,0.2270
5.03033e-08,0.2658
5.03265e-08,0.3522
5.03498e-08,0.4665
5.03731e-08,0.5707
5.03963e-08,0.6734
5.04196e-08,0.7805
5.04429e-08,0.8658
5.04661e-08,0.9024
5.04894e-08,0.9019
5.05127e-08,0.8972
5.05359e-08,0.8958
5.05592e-08,0.8921
5.05825e-08,0.8918
5.06057e-08,0.9032
5.06290e-08,0.9243
5.06523e-08,0.9444
5.06755e-08,0.9519
5.06988e-08,0.9343
5.07221e-08,0.8825
5.07453e-08,0.7889
5.07686e-08,0.6820
5.07919e-08,0.5821
5.08151e-08,0.4719
5.08384e-08,0.3639
5.08617e-08,0.2924
5.08849e-08,0.2697
5.09082e-08,0.2731
5.09315e-08,0.2747
5.09547e-08,0.2794
5.09780e-08,0.2881
5.10013e-08,0.2865
5.10245e-08,0.2692
5.10478e-08,0.2444
5.10711e-08,0.2245
5.10943e-08,0.2181
5.11176e-08,0.2317
5.11409e-08,0.2790
5.11641e-08,0.3742
5.11874e-08,0.4885
5.12107e-08,0.5905
5.12339e-08,0.6948
5.12572e-08,0.8004
5.12805e-08,0.8772
5.13037e-08,0.9042
5.13270e-08,0.9006
5.13503e-08,0.8970
5.13735e-08,0.8953
5.13968e-08,0.8914
5.14201e-08,0.8931
5.14433e-08,0.9069
5.14666e-08,0.9287
5.14899e-08,0.9472
5.15131e-08,0.9507
5.15364e-08,0.9271
5.15597e-08,0.8668
5.15829e-08,0.7673
5.16062e-08,0.6620
5.16295e-08,0.5614
5.16527e-08,0.4491
5.16760e-08,0.3460
5.16993e-08,0.2844
5.17225e-08,0.2697
5.17458e-08,0.2738
5.17691e-08,0.2750
5.17923e-08,0.2812
5.18156e-08,0.2890
5.18389e-08,0.2842
5.18621e-08,0.2644
5.18854e-08,0.2397
5.19087e-08,0.2220
5.19319e-08,0.2190
5.19552e-08,0.2377
5.19785e-08,0.2943
5.20017e-08,0.3970
5.20250e-08,0.5098
5.20483e-08,0.6105
5.20715e-08,0.7164
5.20948e-08,0.8190
5.21181e-08,0.8865
5.21413e-08,0.9047
5.21646e-08,0.8994
5.21879e-08,0.8968
5.22111e-08,0.8946
5.22344e-08,0.8910
5.22577e-08,0.8949
5.22809e-08,0.9110
5.23042e-08,0.9330
5.23275e-08,0.9495
5.23507e-08,0.9483
5.23740e-08,0.9184
5.23973e-08,0.8493
5.24205e-08,0.7457
5.24438e-08,0.6423
5.24671e-08,0.5401
5.24904e-08,0.4266
5.25136e-08,0.3299
5.25369e-08,0.2783
5.25602e-08,0.2704
5.25834e-08,0.2743
5.26067e-08,0.2756
5.26300e-08,0.2832
5.26532e-08,0.2893
5.26765e-08,0.2812
5.26998e-08,0.2595
5.27230e-08,0.2353
5.27463e-08,0.2200
5.27696e-08,0.2207
5.27928e-08,0.2452
5.28161e-08,0.3116
5.28394e-08,0.4203
5.28626e-08,0.5305
5.28859e-08,0.6310
5.29092e-08,0.7381
5.29324e-08,0.8364
5.29557e-08,0.8938
5.29790e-08,0.9044
5.30022e-08,0.8985
5.30255e-08,0.8966
5.30488e-08,0.8938
5.30720e-08,0.8909
5.30953e-08,0.8971
5.31186e-08,0.9152
5.31418e-08,0.9370
5.31651e-08,0.9511
5.31884e-08,0.9449
5.32116e-08,0.9082
5.32349e-08,0.8303
5.32582e-08,0.7242
5.32814e-08,0.6227
5.33047e-08,0.5180
5.33280e-08,0.4047
5.33512e-08,0.3156
5.33745e-08,0.2741
5.33978e-08,0.2715
5.34210e-08,0.2746
5.34443e-08,0.2765
5.34676e-08,0.2852
5.34908e-08,0.2891
5.35141e-08,0.2777
5.35374e-08,0.2543
5.35606e-08,0.2312
5.35839e-08,0.2187
5.36072e-08,0.2233
5.36304e-08,0.2545
5.36537e-08,0.3309
5.36770e-08,0.4437
5.37002e-08,0.5509
5.37235e-08,0.6520
5.37468e-08,0.7596
5.37700e-08,0.8522
5.37933e-08,0.8994
5.38166e-08,0.9035
5.38398e-08,0.8978
5.38631e-08,0.8964
5.38864e-08,0.8931
5.39096e-08,0.8912
5.39329e-08,0.8999
5.39562e-08,0.9196
5.39794e-08,0.9408
5.40027e-08,0.9520
5.40260e-08,0.9402
5.40492e-08,0.8962
5.40725e-08,0.8100
5.40958e-08,0.7031
5.41190e-08,0.6029
5.41423e-08,0.4953
5.41656e-08,0.3838
5.41888e-08,0.3033
5.42121e-08,0.2716
5.42354e-08,0.2726
5.42586e-08,0.2747
5.42819e-08,0.2779
5.43052e-08,0.2870
5.43284e-08,0.2882
5.43517e-08,0.2736
5.43750e-08,0.2492
5.43982e-08,0.2276
5.44215e-08,0.2180
5.44448e-08,0.2269
5.44680e-08,0.2656
5.44913e-08,0.3518
5.45146e-08,0.4668
5.45378e-08,0.5710
5.45611e-08,0.6734
5.45844e-08,0.7807
5.46076e-08,0.8661
5.46309e-08,0.9030
5.46542e-08,0.9023
5.46775e-08,0.8974
5.47007e-08,0.8960
5.47240e-08,0.8923
5.47473e-08,0.8919
5.47705e-08,0.9031
5.47938e-08,0.9241
5.48171e-08,0.9443
5.48403e-08,0.9519
5.48636e-08,0.9343
5.48869e-08,0.8823
5.49101e-08,0.7889
5.49334e-08,0.6825
5.49567e-08,0.5827
5.49799e-08,0.4723
5.50032e-08,0.3642
5.50265e-08,0.2931
5.50497e-08,0.2705
5.50730e-08,0.2736
5.50963e-08,0.2748
5.51195e-08,0.2797
5.51428e-08,0.2884
5.51661e-08,0.2866
5.51893e-08,0.2692
5.52126e-08,0.2443
5.52359e-08,0.2245
5.52591e-08,0.2181
5.52824e-08,0.2317
5.53057e-08,0.2788
5.53289e-08,0.3740
5.53522e-08,0.4889
5.53755e-08,0.5907
