.HEADER
..NAMES
Time,V U2.G2
.DATA
1.78458e-08,1.2058
1.78691e-08,1.1460
1.78923e-08,1.0905
1.79156e-08,1.0473
1.79389e-08,1.0201
1.79621e-08,1.0074
1.79854e-08,1.0017
1.80087e-08,0.9985
1.80319e-08,0.9940
1.80552e-08,0.9816
1.80785e-08,0.9564
1.81017e-08,0.9107
1.81250e-08,0.8523
1.81483e-08,0.7815
1.81715e-08,0.6947
1.81948e-08,0.5999
1.82181e-08,0.4930
1.82413e-08,0.3843
1.82646e-08,0.2869
1.82879e-08,0.2040
1.83111e-08,0.1367
1.83344e-08,0.0866
1.83577e-08,0.0478
1.83809e-08,0.0196
1.84042e-08,0.0030
1.84275e-08,-0.0110
1.84507e-08,-0.0267
1.84740e-08,-0.0445
1.84973e-08,-0.0655
1.85205e-08,-0.0862
1.85438e-08,-0.1036
1.85671e-08,-0.1163
1.85903e-08,-0.1217
1.86136e-08,-0.1166
1.86369e-08,-0.1006
1.86601e-08,-0.0774
1.86834e-08,-0.0511
1.87067e-08,-0.0251
1.87299e-08,-0.0010
1.87532e-08,0.0229
1.87765e-08,0.0457
1.87997e-08,0.0639
1.88230e-08,0.0753
1.88463e-08,0.0791
1.88695e-08,0.0766
1.88928e-08,0.0741
1.89161e-08,0.0827
1.89393e-08,0.1221
1.89626e-08,0.1886
1.89859e-08,0.2793
1.90091e-08,0.3890
1.90324e-08,0.4953
1.90557e-08,0.6031
1.90789e-08,0.7121
1.91022e-08,0.8143
1.91255e-08,0.9143
1.91487e-08,1.0017
1.91720e-08,1.0667
1.91953e-08,1.1119
1.92185e-08,1.1398
1.92418e-08,1.1531
1.92651e-08,1.1640
1.92883e-08,1.1805
1.93116e-08,1.2010
1.93349e-08,1.2256
1.93581e-08,1.2486
1.93814e-08,1.2628
1.94047e-08,1.2701
1.94279e-08,1.2718
1.94512e-08,1.2689
1.94745e-08,1.2600
1.94977e-08,1.2425
1.95210e-08,1.2150
1.95443e-08,1.1801
1.95675e-08,1.1457
1.95908e-08,1.1172
1.96141e-08,1.0978
1.96373e-08,1.0892
1.96606e-08,1.0883
1.96839e-08,1.0916
1.97071e-08,1.0910
1.97304e-08,1.0805
1.97537e-08,1.0396
1.97769e-08,0.9720
1.98002e-08,0.8857
1.98235e-08,0.7807
1.98468e-08,0.6742
1.98700e-08,0.5636
1.98933e-08,0.4433
1.99166e-08,0.3257
1.99398e-08,0.2154
1.99631e-08,0.1194
1.99864e-08,0.0481
2.00096e-08,0.0010
2.00329e-08,-0.0284
2.00562e-08,-0.0420
2.00794e-08,-0.0480
2.01027e-08,-0.0579
2.01260e-08,-0.0729
2.01492e-08,-0.0918
2.01725e-08,-0.1123
2.01958e-08,-0.1270
2.02190e-08,-0.1353
2.02423e-08,-0.1390
2.02656e-08,-0.1366
2.02888e-08,-0.1255
2.03121e-08,-0.1038
2.03354e-08,-0.0722
2.03586e-08,-0.0346
2.03819e-08,0.0019
2.04052e-08,0.0334
2.04284e-08,0.0592
2.04517e-08,0.0785
2.04750e-08,0.0912
2.04982e-08,0.0983
2.05215e-08,0.0999
2.05448e-08,0.0962
2.05680e-08,0.0879
2.05913e-08,0.0750
2.06146e-08,0.0597
2.06378e-08,0.0467
