.HEADER
..NAMES
Time,V U2.T2
.DATA
1.65428e-08,1.2685
1.65661e-08,1.2595
1.65894e-08,1.2462
1.66126e-08,1.2322
1.66359e-08,1.2202
1.66592e-08,1.2113
1.66824e-08,1.2057
1.67057e-08,1.2018
1.67290e-08,1.1974
1.67522e-08,1.1923
1.67755e-08,1.1892
1.67988e-08,1.1907
1.68220e-08,1.1952
1.68453e-08,1.1979
1.68686e-08,1.1950
1.68918e-08,1.1873
1.69151e-08,1.1787
1.69384e-08,1.1726
1.69616e-08,1.1700
1.69849e-08,1.1701
1.70082e-08,1.1651
1.70314e-08,1.1386
1.70547e-08,1.0679
1.70780e-08,0.9428
1.71012e-08,0.8075
1.71245e-08,0.6928
1.71478e-08,0.5847
1.71710e-08,0.4540
1.71943e-08,0.3090
1.72176e-08,0.1758
1.72408e-08,0.0647
1.72641e-08,-0.0145
1.72874e-08,-0.0615
1.73106e-08,-0.0876
1.73339e-08,-0.1045
1.73572e-08,-0.1209
1.73804e-08,-0.1385
1.74037e-08,-0.1583
1.74270e-08,-0.1764
1.74502e-08,-0.1844
1.74735e-08,-0.1794
1.74968e-08,-0.1677
1.75201e-08,-0.1580
1.75433e-08,-0.1478
1.75666e-08,-0.1219
1.75899e-08,-0.0722
1.76131e-08,-0.0113
1.76364e-08,0.0406
1.76597e-08,0.0764
1.76829e-08,0.1005
1.77062e-08,0.1179
1.77295e-08,0.1308
1.77527e-08,0.1392
1.77760e-08,0.1398
1.77993e-08,0.1303
1.78225e-08,0.1129
1.78458e-08,0.0935
1.78691e-08,0.0844
1.78923e-08,0.1083
1.79156e-08,0.1928
1.79389e-08,0.3203
1.79621e-08,0.4429
1.79854e-08,0.5393
1.80087e-08,0.6342
1.80319e-08,0.7438
1.80552e-08,0.8572
1.80785e-08,0.9593
1.81017e-08,1.0388
1.81250e-08,1.0895
1.81483e-08,1.1175
1.81715e-08,1.1370
1.81948e-08,1.1593
1.82181e-08,1.1886
1.82413e-08,1.2243
1.82646e-08,1.2624
1.82879e-08,1.2942
1.83111e-08,1.3108
1.83344e-08,1.3120
1.83577e-08,1.3074
1.83809e-08,1.3044
1.84042e-08,1.2950
1.84275e-08,1.2637
1.84507e-08,1.2103
1.84740e-08,1.1540
1.84973e-08,1.1137
1.85205e-08,1.0931
1.85438e-08,1.0869
1.85671e-08,1.0872
1.85903e-08,1.0887
1.86136e-08,1.0908
1.86369e-08,1.0966
1.86601e-08,1.1079
1.86834e-08,1.1223
1.87067e-08,1.1363
1.87299e-08,1.1463
1.87532e-08,1.1487
1.87765e-08,1.1426
1.87997e-08,1.1338
1.88230e-08,1.1326
1.88463e-08,1.1449
1.88695e-08,1.1662
1.88928e-08,1.1870
1.89161e-08,1.2027
1.89393e-08,1.2163
1.89626e-08,1.2321
1.89859e-08,1.2489
1.90091e-08,1.2613
1.90324e-08,1.2645
1.90557e-08,1.2571
1.90789e-08,1.2427
1.91022e-08,1.2270
1.91255e-08,1.2148
1.91487e-08,1.2077
1.91720e-08,1.2054
1.91953e-08,1.2055
1.92185e-08,1.2053
1.92418e-08,1.2031
1.92651e-08,1.2004
1.92883e-08,1.2005
1.93116e-08,1.2041
1.93349e-08,1.2074
1.93581e-08,1.2052
1.93814e-08,1.1962
1.94047e-08,1.1843
1.94279e-08,1.1747
1.94512e-08,1.1703
1.94745e-08,1.1705
1.94977e-08,1.1702
1.95210e-08,1.1544
1.95443e-08,1.1047
1.95675e-08,0.9979
1.95908e-08,0.8611
1.96141e-08,0.7374
1.96373e-08,0.6309
1.96606e-08,0.5095
1.96839e-08,0.3651
1.97071e-08,0.2232
1.97304e-08,0.1003
1.97537e-08,0.0067
1.97769e-08,-0.0519
1.98002e-08,-0.0832
1.98235e-08,-0.1005
1.98468e-08,-0.1149
1.98700e-08,-0.1309
1.98933e-08,-0.1490
1.99166e-08,-0.1680
1.99398e-08,-0.1803
1.99631e-08,-0.1803
1.99864e-08,-0.1708
2.00096e-08,-0.1609
2.00329e-08,-0.1532
2.00562e-08,-0.1358
2.00794e-08,-0.0949
2.01027e-08,-0.0354
2.01260e-08,0.0225
2.01492e-08,0.0649
2.01725e-08,0.0933
2.01958e-08,0.1133
2.02190e-08,0.1282
2.02423e-08,0.1390
2.02656e-08,0.1433
2.02888e-08,0.1375
2.03121e-08,0.1216
2.03354e-08,0.1003
2.03586e-08,0.0790
2.03819e-08,0.0628
2.04052e-08,0.0560
2.04284e-08,0.0588
2.04517e-08,0.0641
2.04750e-08,0.0621
2.04982e-08,0.0491
2.05215e-08,0.0306
2.05448e-08,0.0143
2.05680e-08,0.0013
2.05913e-08,-0.0132
2.06146e-08,-0.0319
2.06378e-08,-0.0515
2.06611e-08,-0.0659
2.06844e-08,-0.0711
2.07076e-08,-0.0670
2.07309e-08,-0.0567
2.07542e-08,-0.0446
2.07774e-08,-0.0338
2.08007e-08,-0.0250
2.08240e-08,-0.0179
2.08472e-08,-0.0116
2.08705e-08,-0.0050
2.08938e-08,0.0015
2.09170e-08,0.0054
2.09403e-08,0.0039
2.09636e-08,-0.0017
2.09868e-08,-0.0061
2.10101e-08,-0.0042
2.10334e-08,0.0041
2.10566e-08,0.0148
2.10799e-08,0.0233
2.11032e-08,0.0281
2.11264e-08,0.0299
2.11497e-08,0.0301
2.11730e-08,0.0291
2.11962e-08,0.0263
2.12195e-08,0.0211
2.12428e-08,0.0136
2.12660e-08,0.0053
2.12893e-08,-0.0020
2.13126e-08,-0.0069
2.13358e-08,-0.0082
2.13591e-08,-0.0065
2.13824e-08,-0.0039
2.14056e-08,-0.0026
2.14289e-08,-0.0031
2.14522e-08,-0.0037
2.14754e-08,-0.0028
2.14987e-08,-0.0008
2.15220e-08,0.0000
2.15452e-08,-0.0018
2.15685e-08,-0.0061
2.15918e-08,-0.0106
2.16150e-08,-0.0132
2.16383e-08,-0.0128
2.16616e-08,-0.0097
2.16848e-08,-0.0054
2.17081e-08,-0.0011
2.17314e-08,0.0024
2.17546e-08,0.0048
2.17779e-08,0.0064
2.18012e-08,0.0076
2.18244e-08,0.0084
2.18477e-08,0.0080
2.18710e-08,0.0061
2.18942e-08,0.0031
2.19175e-08,0.0005
2.19408e-08,-0.0004
2.19640e-08,0.0004
2.19873e-08,0.0018
2.20106e-08,0.0040
2.20338e-08,0.0151
2.20571e-08,0.0570
2.20804e-08,0.1550
2.21037e-08,0.2883
2.21269e-08,0.4147
2.21502e-08,0.5238
2.21735e-08,0.6407
2.21967e-08,0.7717
2.22200e-08,0.9000
2.22433e-08,1.0138
2.22665e-08,1.1063
2.22898e-08,1.1711
2.23131e-08,1.2101
2.23363e-08,1.2326
2.23596e-08,1.2481
2.23829e-08,1.2632
2.24061e-08,1.2821
2.24294e-08,1.3046
2.24527e-08,1.3226
2.24759e-08,1.3268
2.24992e-08,1.3171
2.25225e-08,1.3033
2.25457e-08,1.2921
2.25690e-08,1.2748
2.25923e-08,1.2386
2.26155e-08,1.1860
2.26388e-08,1.1341
2.26621e-08,1.0958
2.26853e-08,1.0718
2.27086e-08,1.0585
2.27319e-08,1.0528
2.27551e-08,1.0519
2.27784e-08,1.0552
2.28017e-08,1.0643
2.28249e-08,1.0796
2.28482e-08,1.0989
2.28715e-08,1.1198
2.28947e-08,1.1386
2.29180e-08,1.1501
2.29413e-08,1.1518
2.29645e-08,1.1488
2.29878e-08,1.1507
2.30111e-08,1.1631
2.30343e-08,1.1821
2.30576e-08,1.2004
2.30809e-08,1.2151
2.31041e-08,1.2291
2.31274e-08,1.2445
2.31507e-08,1.2590
2.31739e-08,1.2686
2.31972e-08,1.2703
2.32205e-08,1.2639
2.32437e-08,1.2517
2.32670e-08,1.2376
2.32903e-08,1.2245
2.33135e-08,1.2144
2.33368e-08,1.2077
2.33601e-08,1.2035
2.33833e-08,1.1995
2.34066e-08,1.1946
2.34299e-08,1.1903
2.34531e-08,1.1899
2.34764e-08,1.1937
2.34997e-08,1.1976
2.35229e-08,1.1971
2.35462e-08,1.1909
2.35695e-08,1.1821
2.35927e-08,1.1746
2.36160e-08,1.1706
2.36393e-08,1.1700
2.36625e-08,1.1691
2.36858e-08,1.1537
2.37091e-08,1.1054
2.37323e-08,0.9999
2.37556e-08,0.8633
2.37789e-08,0.7386
2.38021e-08,0.6318
2.38254e-08,0.5114
2.38487e-08,0.3690
2.38719e-08,0.2289
2.38952e-08,0.1074
2.39185e-08,0.0140
2.39417e-08,-0.0457
2.39650e-08,-0.0789
2.39883e-08,-0.0982
2.40115e-08,-0.1140
2.40348e-08,-0.1308
2.40581e-08,-0.1496
2.40813e-08,-0.1693
2.41046e-08,-0.1824
2.41279e-08,-0.1827
2.41511e-08,-0.1726
2.41744e-08,-0.1616
2.41977e-08,-0.1531
2.42209e-08,-0.1356
2.42442e-08,-0.0954
2.42675e-08,-0.0367
2.42907e-08,0.0209
2.43140e-08,0.0635
2.43373e-08,0.0920
2.43605e-08,0.1119
