.HEADER
..NAMES
Time,V U2.N7
.DATA
2.24294e-08,-0.1819
2.24527e-08,-0.1843
2.24759e-08,-0.1781
2.24992e-08,-0.1701
2.25225e-08,-0.1644
2.25457e-08,-0.1534
2.25690e-08,-0.1226
2.25923e-08,-0.0719
2.26155e-08,-0.0160
2.26388e-08,0.0342
2.26621e-08,0.0758
2.26853e-08,0.1080
2.27086e-08,0.1297
2.27319e-08,0.1412
2.27551e-08,0.1420
2.27784e-08,0.1326
2.28017e-08,0.1163
2.28249e-08,0.0977
2.28482e-08,0.0813
2.28715e-08,0.0771
2.28947e-08,0.1072
2.29180e-08,0.1952
2.29413e-08,0.3187
2.29645e-08,0.4384
2.29878e-08,0.5545
2.30111e-08,0.6828
2.30343e-08,0.8134
2.30576e-08,0.9303
2.30809e-08,1.0229
2.31041e-08,1.0860
2.31274e-08,1.1213
2.31507e-08,1.1403
2.31739e-08,1.1557
2.31972e-08,1.1754
2.32205e-08,1.2018
2.32437e-08,1.2353
2.32670e-08,1.2719
2.32903e-08,1.3016
2.33135e-08,1.3168
2.33368e-08,1.3201
2.33601e-08,1.3200
2.33833e-08,1.3181
2.34066e-08,1.3021
2.34299e-08,1.2630
2.34531e-08,1.2101
2.34764e-08,1.1590
2.34997e-08,1.1186
2.35229e-08,1.0910
2.35462e-08,1.0759
2.35695e-08,1.0709
2.35927e-08,1.0745
2.36160e-08,1.0863
2.36393e-08,1.1043
2.36625e-08,1.1243
2.36858e-08,1.1422
2.37091e-08,1.1553
2.37323e-08,1.1609
2.37556e-08,1.1567
2.37789e-08,1.1457
2.38021e-08,1.1367
2.38254e-08,1.1383
2.38487e-08,1.1507
2.38719e-08,1.1674
2.38952e-08,1.1828
2.39185e-08,1.1976
2.39417e-08,1.2144
2.39650e-08,1.2332
2.39883e-08,1.2507
2.40115e-08,1.2625
2.40348e-08,1.2656
2.40581e-08,1.2596
2.40813e-08,1.2472
2.41046e-08,1.2319
2.41279e-08,1.2168
2.41511e-08,1.2050
2.41744e-08,1.1982
2.41977e-08,1.1953
2.42209e-08,1.1942
2.42442e-08,1.1948
2.42675e-08,1.1984
2.42907e-08,1.2052
2.43140e-08,1.2118
2.43373e-08,1.2134
2.43605e-08,1.2081
2.43838e-08,1.1981
2.44071e-08,1.1875
