.HEADER
..NAMES
Time,V U2.A3
.DATA
4.89770e-08,-0.2517
4.90003e-08,-0.2458
4.90236e-08,-0.2263
4.90468e-08,-0.1970
4.90701e-08,-0.1710
4.90934e-08,-0.1480
4.91166e-08,-0.1185
4.91399e-08,-0.0811
4.91632e-08,-0.0427
4.91864e-08,-0.0104
4.92097e-08,0.0125
4.92330e-08,0.0313
4.92562e-08,0.0536
4.92795e-08,0.0793
4.93028e-08,0.0994
4.93260e-08,0.1054
4.93493e-08,0.0996
4.93726e-08,0.0932
4.93958e-08,0.0924
4.94191e-08,0.0922
4.94424e-08,0.0861
4.94656e-08,0.0761
4.94889e-08,0.0685
4.95122e-08,0.0650
4.95354e-08,0.0619
4.95587e-08,0.0568
4.95820e-08,0.0498
4.96052e-08,0.0411
4.96285e-08,0.0309
4.96518e-08,0.0200
4.96750e-08,0.0091
4.96983e-08,-0.0004
4.97216e-08,-0.0074
4.97448e-08,-0.0130
4.97681e-08,-0.0199
4.97914e-08,-0.0288
4.98146e-08,-0.0363
4.98379e-08,-0.0384
4.98612e-08,-0.0357
4.98844e-08,-0.0327
4.99077e-08,-0.0316
4.99310e-08,-0.0298
4.99542e-08,-0.0241
4.99775e-08,-0.0158
5.00008e-08,-0.0088
5.00240e-08,-0.0058
5.00473e-08,-0.0062
5.00706e-08,-0.0070
5.00939e-08,-0.0065
5.01171e-08,-0.0044
5.01404e-08,-0.0025
5.01637e-08,-0.0013
5.01869e-08,0.0000
5.02102e-08,0.0022
5.02335e-08,0.0047
5.02567e-08,0.0069
5.02800e-08,0.0089
5.03033e-08,0.0111
5.03265e-08,0.0132
5.03498e-08,0.0141
5.03731e-08,0.0143
5.03963e-08,0.0147
5.04196e-08,0.0155
5.04429e-08,0.0153
5.04661e-08,0.0128
5.04894e-08,0.0083
5.05127e-08,0.0038
5.05359e-08,0.0014
5.05592e-08,0.0062
5.05825e-08,0.0320
5.06057e-08,0.0993
5.06290e-08,0.1995
5.06523e-08,0.2897
5.06755e-08,0.3643
5.06988e-08,0.4639
5.07221e-08,0.5948
5.07453e-08,0.7286
5.07686e-08,0.8503
5.07919e-08,0.9538
5.08151e-08,1.0395
5.08384e-08,1.1166
5.08617e-08,1.1866
5.08849e-08,1.2394
5.09082e-08,1.2664
5.09315e-08,1.2697
5.09547e-08,1.2591
5.09780e-08,1.2376
5.10013e-08,1.1860
5.10245e-08,1.0938
5.10478e-08,0.9998
5.10711e-08,0.9294
5.10943e-08,0.8425
5.11176e-08,0.7132
5.11409e-08,0.5671
5.11641e-08,0.4297
5.11874e-08,0.3072
5.12107e-08,0.1951
5.12339e-08,0.0851
5.12572e-08,-0.0206
5.12805e-08,-0.1087
5.13037e-08,-0.1668
5.13270e-08,-0.1966
5.13503e-08,-0.2142
5.13735e-08,-0.2335
5.13968e-08,-0.2512
5.14201e-08,-0.2573
5.14433e-08,-0.2519
5.14666e-08,-0.2454
5.14899e-08,-0.2407
5.15131e-08,-0.2277
5.15364e-08,-0.2033
5.15597e-08,-0.1796
5.15829e-08,-0.1624
5.16062e-08,-0.1431
5.16295e-08,-0.1157
5.16527e-08,-0.0834
5.16760e-08,-0.0512
5.16993e-08,-0.0219
5.17225e-08,0.0061
5.17458e-08,0.0377
5.17691e-08,0.0727
5.17923e-08,0.1034
5.18156e-08,0.1202
5.18389e-08,0.1215
5.18621e-08,0.1161
5.18854e-08,0.1120
5.19087e-08,0.1079
5.19319e-08,0.0983
5.19552e-08,0.0838
5.19785e-08,0.0711
5.20017e-08,0.0636
5.20250e-08,0.0580
5.20483e-08,0.0510
5.20715e-08,0.0429
5.20948e-08,0.0352
5.21181e-08,0.0285
5.21413e-08,0.0228
5.21646e-08,0.0177
5.21879e-08,0.0128
5.22111e-08,0.0084
5.22344e-08,0.0036
5.22577e-08,-0.0040
5.22809e-08,-0.0156
5.23042e-08,-0.0288
5.23275e-08,-0.0386
5.23507e-08,-0.0430
5.23740e-08,-0.0441
5.23973e-08,-0.0443
5.24205e-08,-0.0424
5.24438e-08,-0.0358
5.24671e-08,-0.0255
5.24904e-08,-0.0153
5.25136e-08,-0.0086
5.25369e-08,-0.0053
5.25602e-08,-0.0033
5.25834e-08,-0.0008
5.26067e-08,0.0023
5.26300e-08,0.0047
5.26532e-08,0.0053
5.26765e-08,0.0047
5.26998e-08,0.0039
5.27230e-08,0.0032
5.27463e-08,0.0020
5.27696e-08,0.0010
5.27928e-08,0.0016
5.28161e-08,0.0041
5.28394e-08,0.0076
5.28626e-08,0.0114
5.28859e-08,0.0154
5.29092e-08,0.0191
5.29324e-08,0.0214
5.29557e-08,0.0206
5.29790e-08,0.0166
5.30022e-08,0.0112
5.30255e-08,0.0064
5.30488e-08,0.0054
5.30720e-08,0.0184
5.30953e-08,0.0649
5.31186e-08,0.1545
5.31418e-08,0.2523
5.31651e-08,0.3291
5.31884e-08,0.4135
5.32116e-08,0.5344
5.32349e-08,0.6707
5.32582e-08,0.8001
5.32814e-08,0.9142
5.33047e-08,1.0089
5.33280e-08,1.0902
5.33512e-08,1.1646
5.33745e-08,1.2255
5.33978e-08,1.2623
5.34210e-08,1.2724
5.34443e-08,1.2645
5.34676e-08,1.2462
5.34908e-08,1.2091
5.35141e-08,1.1300
5.35374e-08,1.0308
5.35606e-08,0.9534
5.35839e-08,0.8811
5.36072e-08,0.7691
5.36304e-08,0.6263
5.36537e-08,0.4843
5.36770e-08,0.3569
5.37002e-08,0.2428
5.37235e-08,0.1334
5.37468e-08,0.0250
5.37700e-08,-0.0725
5.37933e-08,-0.1445
5.38166e-08,-0.1856
5.38398e-08,-0.2071
5.38631e-08,-0.2264
5.38864e-08,-0.2470
5.39096e-08,-0.2593
5.39329e-08,-0.2577
5.39562e-08,-0.2497
5.39794e-08,-0.2438
5.40027e-08,-0.2342
5.40260e-08,-0.2123
5.40492e-08,-0.1859
5.40725e-08,-0.1664
5.40958e-08,-0.1495
5.41190e-08,-0.1258
5.41423e-08,-0.0953
5.41656e-08,-0.0630
5.41888e-08,-0.0331
5.42121e-08,-0.0058
5.42354e-08,0.0233
5.42586e-08,0.0570
5.42819e-08,0.0904
5.43052e-08,0.1134
5.43284e-08,0.1204
5.43517e-08,0.1167
5.43750e-08,0.1123
5.43982e-08,0.1099
5.44215e-08,0.1040
5.44448e-08,0.0916
5.44680e-08,0.0778
5.44913e-08,0.0682
5.45146e-08,0.0621
5.45378e-08,0.0550
5.45611e-08,0.0464
5.45844e-08,0.0377
5.46076e-08,0.0301
5.46309e-08,0.0237
5.46542e-08,0.0184
5.46775e-08,0.0137
5.47007e-08,0.0094
5.47240e-08,0.0053
5.47473e-08,-0.0005
5.47705e-08,-0.0102
5.47938e-08,-0.0230
5.48171e-08,-0.0344
5.48403e-08,-0.0407
5.48636e-08,-0.0425
5.48869e-08,-0.0429
5.49101e-08,-0.0424
5.49334e-08,-0.0384
5.49567e-08,-0.0298
5.49799e-08,-0.0196
5.50032e-08,-0.0117
5.50265e-08,-0.0076
5.50497e-08,-0.0054
5.50730e-08,-0.0030
5.50963e-08,0.0005
5.51195e-08,0.0039
5.51428e-08,0.0057
5.51661e-08,0.0058
5.51893e-08,0.0052
5.52126e-08,0.0044
5.52359e-08,0.0033
5.52591e-08,0.0019
5.52824e-08,0.0015
5.53057e-08,0.0031
5.53289e-08,0.0062
5.53522e-08,0.0097
5.53755e-08,0.0134
