.HEADER
..NAMES
Time,V U2.H8
.DATA
4.8129e-09,0.5090
4.8225e-09,0.4943
4.8321e-09,0.4769
4.8418e-09,0.4602
4.8514e-09,0.4468
4.8611e-09,0.4386
4.8707e-09,0.4360
4.8804e-09,0.4366
4.8900e-09,0.4385
4.8997e-09,0.4411
4.9093e-09,0.4441
4.9190e-09,0.4468
4.9286e-09,0.4489
4.9382e-09,0.4502
4.9479e-09,0.4510
4.9575e-09,0.4507
4.9672e-09,0.4478
4.9768e-09,0.4413
4.9865e-09,0.4315
4.9961e-09,0.4196
5.0058e-09,0.4082
5.0154e-09,0.4005
5.0250e-09,0.3988
5.0347e-09,0.4035
5.0443e-09,0.4134
5.0540e-09,0.4274
5.0636e-09,0.4454
5.0733e-09,0.4686
5.0829e-09,0.4980
5.0926e-09,0.5339
5.1022e-09,0.5755
5.1119e-09,0.6214
5.1215e-09,0.6697
5.1311e-09,0.7181
5.1408e-09,0.7645
5.1504e-09,0.8071
5.1601e-09,0.8449
5.1697e-09,0.8778
5.1794e-09,0.9064
5.1890e-09,0.9316
5.1987e-09,0.9542
5.2083e-09,0.9742
5.2179e-09,0.9916
5.2276e-09,1.0064
5.2372e-09,1.0190
5.2469e-09,1.0297
5.2565e-09,1.0395
5.2662e-09,1.0488
5.2758e-09,1.0581
5.2855e-09,1.0668
5.2951e-09,1.0747
5.3047e-09,1.0816
5.3144e-09,1.0879
5.3240e-09,1.0943
5.3337e-09,1.1015
5.3433e-09,1.1101
5.3530e-09,1.1203
5.3626e-09,1.1315
5.3723e-09,1.1430
5.3819e-09,1.1543
5.3916e-09,1.1652
5.4012e-09,1.1757
5.4108e-09,1.1855
5.4205e-09,1.1943
5.4301e-09,1.2021
5.4398e-09,1.2086
5.4494e-09,1.2133
5.4591e-09,1.2155
5.4687e-09,1.2147
5.4784e-09,1.2105
5.4880e-09,1.2031
5.4976e-09,1.1932
5.5073e-09,1.1823
5.5169e-09,1.1717
5.5266e-09,1.1621
5.5362e-09,1.1540
5.5459e-09,1.1477
5.5555e-09,1.1433
5.5652e-09,1.1408
5.5748e-09,1.1403
5.5845e-09,1.1410
5.5941e-09,1.1426
5.6037e-09,1.1444
5.6134e-09,1.1460
5.6230e-09,1.1473
5.6327e-09,1.1481
5.6423e-09,1.1485
5.6520e-09,1.1482
5.6616e-09,1.1474
5.6713e-09,1.1462
5.6809e-09,1.1448
5.6905e-09,1.1436
5.7002e-09,1.1427
5.7098e-09,1.1422
5.7195e-09,1.1422
5.7291e-09,1.1427
5.7388e-09,1.1439
5.7484e-09,1.1459
5.7581e-09,1.1488
5.7677e-09,1.1525
5.7774e-09,1.1566
5.7870e-09,1.1578
5.7966e-09,1.1388
5.8063e-09,1.0977
5.8159e-09,1.0300
5.8256e-09,0.9316
5.8352e-09,0.8232
5.8449e-09,0.7265
5.8545e-09,0.6495
5.8642e-09,0.5990
5.8738e-09,0.5730
5.8835e-09,0.5571
5.8931e-09,0.5403
5.9027e-09,0.5100
5.9124e-09,0.4580
5.9220e-09,0.3987
5.9317e-09,0.3484
5.9413e-09,0.3141
5.9510e-09,0.3021
