.HEADER
..NAMES
Time,V U1.N6
.DATA
1.76829e-08,1.1749
1.77062e-08,1.1771
1.77295e-08,1.1823
1.77527e-08,1.1908
1.77760e-08,1.2019
1.77993e-08,1.2138
1.78225e-08,1.2245
1.78458e-08,1.2322
1.78691e-08,1.2360
1.78923e-08,1.2354
1.79156e-08,1.2308
1.79389e-08,1.2228
1.79621e-08,1.2125
1.79854e-08,1.2018
1.80087e-08,1.1932
1.80319e-08,1.1892
1.80552e-08,1.1903
1.80785e-08,1.1949
1.81017e-08,1.2001
1.81250e-08,1.2031
1.81483e-08,1.2027
1.81715e-08,1.1994
1.81948e-08,1.1944
1.82181e-08,1.1893
1.82413e-08,1.1851
1.82646e-08,1.1829
1.82879e-08,1.1830
1.83111e-08,1.1855
1.83344e-08,1.1900
1.83577e-08,1.1957
1.83809e-08,1.2013
1.84042e-08,1.2059
1.84275e-08,1.2092
1.84507e-08,1.2108
1.84740e-08,1.2105
1.84973e-08,1.2081
1.85205e-08,1.2043
1.85438e-08,1.2004
1.85671e-08,1.1980
1.85903e-08,1.1979
1.86136e-08,1.2003
1.86369e-08,1.2038
1.86601e-08,1.2070
1.86834e-08,1.2087
1.87067e-08,1.2083
1.87299e-08,1.2063
1.87532e-08,1.2033
1.87765e-08,1.1999
1.87997e-08,1.1969
1.88230e-08,1.1948
1.88463e-08,1.1938
1.88695e-08,1.1942
1.88928e-08,1.1956
1.89161e-08,1.1975
1.89393e-08,1.1995
1.89626e-08,1.2014
1.89859e-08,1.2028
1.90091e-08,1.2035
1.90324e-08,1.2031
1.90557e-08,1.2016
1.90789e-08,1.1996
1.91022e-08,1.1977
1.91255e-08,1.1969
1.91487e-08,1.1976
1.91720e-08,1.1994
1.91953e-08,1.2018
1.92185e-08,1.2038
1.92418e-08,1.2050
1.92651e-08,1.2051
1.92883e-08,1.2044
1.93116e-08,1.2031
1.93349e-08,1.2015
1.93581e-08,1.2001
1.93814e-08,1.1991
1.94047e-08,1.1986
1.94279e-08,1.1987
1.94512e-08,1.1992
1.94745e-08,1.2000
1.94977e-08,1.2008
1.95210e-08,1.2016
1.95443e-08,1.2022
1.95675e-08,1.2024
1.95908e-08,1.2019
1.96141e-08,1.2008
1.96373e-08,1.1995
1.96606e-08,1.1985
1.96839e-08,1.1981
1.97071e-08,1.1985
1.97304e-08,1.1995
1.97537e-08,1.2007
1.97769e-08,1.2018
1.98002e-08,1.2024
1.98235e-08,1.2026
1.98468e-08,1.2023
1.98700e-08,1.2017
1.98933e-08,1.2010
1.99166e-08,1.2004
1.99398e-08,1.2000
1.99631e-08,1.1999
1.99864e-08,1.2000
2.00096e-08,1.2002
2.00329e-08,1.2006
2.00562e-08,1.2011
2.00794e-08,1.2016
2.01027e-08,1.2019
2.01260e-08,1.2020
2.01492e-08,1.2016
2.01725e-08,1.2010
2.01958e-08,1.2002
2.02190e-08,1.1996
2.02423e-08,1.1994
2.02656e-08,1.1996
2.02888e-08,1.2001
2.03121e-08,1.2007
2.03354e-08,1.2012
2.03586e-08,1.2015
2.03819e-08,1.2016
2.04052e-08,1.2014
2.04284e-08,1.2011
2.04517e-08,1.2008
2.04750e-08,1.2005
2.04982e-08,1.2003
2.05215e-08,1.2003
2.05448e-08,1.2003
2.05680e-08,1.2004
2.05913e-08,1.2007
2.06146e-08,1.2010
2.06378e-08,1.2013
2.06611e-08,1.2015
2.06844e-08,1.2015
2.07076e-08,1.2013
2.07309e-08,1.2009
2.07542e-08,1.2005
2.07774e-08,1.2003
2.08007e-08,1.2002
2.08240e-08,1.2003
2.08472e-08,1.2006
2.08705e-08,1.2008
2.08938e-08,1.2011
2.09170e-08,1.2012
2.09403e-08,1.2012
2.09636e-08,1.2011
2.09868e-08,1.2010
2.10101e-08,1.2008
2.10334e-08,1.2007
2.10566e-08,1.2006
2.10799e-08,1.2005
2.11032e-08,1.2005
2.11264e-08,1.2006
2.11497e-08,1.2007
2.11730e-08,1.2009
2.11962e-08,1.2011
2.12195e-08,1.2012
2.12428e-08,1.2012
2.12660e-08,1.2011
2.12893e-08,1.2009
2.13126e-08,1.2007
2.13358e-08,1.2006
2.13591e-08,1.2005
2.13824e-08,1.2006
2.14056e-08,1.1818
2.14289e-08,1.1337
2.14522e-08,1.0098
2.14754e-08,0.8485
2.14987e-08,0.7343
2.15220e-08,0.6669
