.HEADER
..NAMES
Time,V U1.H6
.DATA
1.15172e-08,0.6620
1.15404e-08,0.6527
1.15637e-08,0.6399
1.15870e-08,0.6275
1.16102e-08,0.6182
1.16335e-08,0.6175
1.16568e-08,0.6303
1.16800e-08,0.6588
1.17033e-08,0.7037
1.17266e-08,0.7373
1.17498e-08,0.7453
1.17731e-08,0.6541
1.17964e-08,0.5676
1.18196e-08,0.5192
1.18429e-08,0.4919
1.18662e-08,0.4892
1.18894e-08,0.4979
1.19127e-08,0.5078
1.19360e-08,0.5195
1.19592e-08,0.5267
1.19825e-08,0.5283
1.20058e-08,0.5296
1.20290e-08,0.5307
1.20523e-08,0.5317
1.20756e-08,0.5370
1.20988e-08,0.5463
1.21221e-08,0.5574
1.21454e-08,0.5716
1.21686e-08,0.5845
1.21919e-08,0.5901
1.22152e-08,0.5863
1.22384e-08,0.5695
1.22617e-08,0.5356
1.22850e-08,0.4851
1.23082e-08,0.4203
1.23315e-08,0.3447
1.23548e-08,0.2738
1.23780e-08,0.2463
1.24013e-08,0.3146
1.24246e-08,0.4339
1.24478e-08,0.5119
1.24711e-08,0.5634
1.24944e-08,0.5888
1.25176e-08,0.5908
1.25409e-08,0.5858
1.25642e-08,0.5740
1.25874e-08,0.5645
1.26107e-08,0.5611
1.26340e-08,0.5584
1.26572e-08,0.5562
1.26805e-08,0.5555
1.27038e-08,0.5542
1.27270e-08,0.5525
1.27503e-08,0.5529
1.27736e-08,0.5543
1.27968e-08,0.5577
1.28201e-08,0.5665
1.28434e-08,0.5814
1.28667e-08,0.6040
1.28899e-08,0.6372
1.29132e-08,0.6811
1.29365e-08,0.7353
1.29597e-08,0.7940
1.29830e-08,0.8297
1.30063e-08,0.8072
1.30295e-08,0.7032
1.30528e-08,0.6126
1.30761e-08,0.5610
1.30993e-08,0.5374
1.31226e-08,0.5322
1.31459e-08,0.5359
1.31691e-08,0.5429
1.31924e-08,0.5512
1.32157e-08,0.5541
1.32389e-08,0.5527
1.32622e-08,0.5508
1.32855e-08,0.5468
1.33087e-08,0.5418
1.33320e-08,0.5395
1.33553e-08,0.5388
1.33785e-08,0.5403
1.34018e-08,0.5458
1.34251e-08,0.5509
1.34483e-08,0.5510
1.34716e-08,0.5446
1.34949e-08,0.5269
1.35181e-08,0.4940
1.35414e-08,0.4465
1.35647e-08,0.3854
1.35879e-08,0.3145
1.36112e-08,0.2563
1.36345e-08,0.2528
1.36577e-08,0.3507
1.36810e-08,0.4581
1.37043e-08,0.5367
1.37275e-08,0.5754
1.37508e-08,0.5899
1.37741e-08,0.5923
1.37973e-08,0.5843
1.38206e-08,0.5737
1.38439e-08,0.5685
1.38671e-08,0.5686
1.38904e-08,0.5697
1.39137e-08,0.5715
1.39369e-08,0.5727
1.39602e-08,0.5714
1.39835e-08,0.5688
1.40067e-08,0.5664
1.40300e-08,0.5638
1.40533e-08,0.5640
1.40765e-08,0.5704
1.40998e-08,0.5840
1.41231e-08,0.6077
1.41463e-08,0.6432
1.41696e-08,0.6901
1.41929e-08,0.7483
1.42161e-08,0.8165
1.42394e-08,0.8890
1.42627e-08,0.9600
1.42859e-08,1.0249
1.43092e-08,1.0795
1.43325e-08,1.1214
1.43557e-08,1.1514
1.43790e-08,1.1718
1.44023e-08,1.1856
1.44255e-08,1.1964
1.44488e-08,1.2060
