.HEADER
..NAMES
Time,V U1.M4
.DATA
2.36393e-08,0.4689
2.36625e-08,0.4934
2.36858e-08,0.5165
2.37091e-08,0.5439
2.37323e-08,0.5779
2.37556e-08,0.6168
2.37789e-08,0.6572
2.38021e-08,0.6937
2.38254e-08,0.7220
2.38487e-08,0.7390
2.38719e-08,0.7432
2.38952e-08,0.7348
2.39185e-08,0.7173
2.39417e-08,0.6977
2.39650e-08,0.6835
2.39883e-08,0.6802
2.40115e-08,0.6894
2.40348e-08,0.7099
2.40581e-08,0.7443
2.40813e-08,0.7945
2.41046e-08,0.8586
2.41279e-08,0.9306
2.41511e-08,1.0019
2.41744e-08,1.0635
2.41977e-08,1.1094
2.42209e-08,1.1382
2.42442e-08,1.1527
2.42675e-08,1.1585
2.42907e-08,1.1616
2.43140e-08,1.1668
2.43373e-08,1.1761
2.43605e-08,1.1891
2.43838e-08,1.2045
2.44071e-08,1.2214
2.44303e-08,1.2389
2.44536e-08,1.2543
2.44769e-08,1.2641
2.45002e-08,1.2654
2.45234e-08,1.2582
2.45467e-08,1.2446
2.45700e-08,1.2267
2.45932e-08,1.2068
2.46165e-08,1.1861
2.46398e-08,1.1662
2.46630e-08,1.1492
