.HEADER
..NAMES
Time,V U1.N3
.DATA
2.27784e-08,1.1995
2.28017e-08,1.2017
2.28249e-08,1.2042
2.28482e-08,1.2062
2.28715e-08,1.2069
2.28947e-08,1.2063
2.29180e-08,1.2045
2.29413e-08,1.2022
2.29645e-08,1.2003
2.29878e-08,1.1993
2.30111e-08,1.1990
2.30343e-08,1.1994
2.30576e-08,1.1998
2.30809e-08,1.2001
2.31041e-08,1.2002
2.31274e-08,1.2002
2.31507e-08,1.2005
2.31739e-08,1.2010
2.31972e-08,1.2019
2.32205e-08,1.2030
2.32437e-08,1.2039
2.32670e-08,1.2044
2.32903e-08,1.2044
2.33135e-08,1.2035
2.33368e-08,1.2021
2.33601e-08,1.2005
2.33833e-08,1.1993
2.34066e-08,1.1989
2.34299e-08,1.1995
2.34531e-08,1.2009
2.34764e-08,1.2025
2.34997e-08,1.2039
2.35229e-08,1.2046
2.35462e-08,1.2045
2.35695e-08,1.2039
2.35927e-08,1.2029
2.36160e-08,1.2019
2.36393e-08,1.2012
2.36625e-08,1.2009
2.36858e-08,1.2009
2.37091e-08,1.2011
2.37323e-08,1.2013
2.37556e-08,1.2014
2.37789e-08,1.2013
2.38021e-08,1.2012
2.38254e-08,1.2011
2.38487e-08,1.2014
2.38719e-08,1.2019
2.38952e-08,1.2026
2.39185e-08,1.2031
2.39417e-08,1.2033
2.39650e-08,1.2029
2.39883e-08,1.2021
2.40115e-08,1.2012
2.40348e-08,1.2004
2.40581e-08,1.2000
2.40813e-08,1.2001
2.41046e-08,1.2006
2.41279e-08,1.2015
2.41511e-08,1.2023
2.41744e-08,1.2029
2.41977e-08,1.2031
2.42209e-08,1.2030
2.42442e-08,1.2025
2.42675e-08,1.2019
2.42907e-08,1.2014
2.43140e-08,1.2012
2.43373e-08,1.2013
2.43605e-08,1.2015
2.43838e-08,1.2016
2.44071e-08,1.2016
2.44303e-08,1.2015
2.44536e-08,1.2014
2.44769e-08,1.2013
2.45002e-08,1.2014
