.HEADER
..NAMES
Time,V U1.H1
.DATA
2.37789e-08,1.2263
2.38021e-08,1.2275
2.38254e-08,1.2260
2.38487e-08,1.2217
2.38719e-08,1.2152
2.38952e-08,1.2080
2.39185e-08,1.2017
2.39417e-08,1.1970
2.39650e-08,1.1938
2.39883e-08,1.1917
2.40115e-08,1.1911
2.40348e-08,1.1922
2.40581e-08,1.1946
2.40813e-08,1.1977
2.41046e-08,1.2008
2.41279e-08,1.2037
2.41511e-08,1.2064
2.41744e-08,1.2082
2.41977e-08,1.2084
2.42209e-08,1.2067
2.42442e-08,1.2035
2.42675e-08,1.1996
2.42907e-08,1.1957
2.43140e-08,1.1922
2.43373e-08,1.1896
2.43605e-08,1.1885
2.43838e-08,1.1891
2.44071e-08,1.1913
2.44303e-08,1.1944
2.44536e-08,1.1977
2.44769e-08,1.2007
2.45002e-08,1.2034
2.45234e-08,1.2057
2.45467e-08,1.2074
2.45700e-08,1.2083
2.45932e-08,1.2082
